id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
32|Donne was forced to leave which university without a degree because of his religion?|Cambridge|Oxford|London University|Edinburgh|Oxford|English_C12|30
33|The poem consists of how many stanzas?|Four|Five|Six|Seven|Five|English_C12|30
34|What is a 'conceit', a common feature in Donne's poetry?|A simple metaphor|A type of rhyme scheme|An extended, elaborate metaphor|A short poem|An extended, elaborate metaphor|English_C12|30
35|The speaker says that he has a 'quicker sense' than the sun. What does this refer to?|His ability to see better|His love and desire to return|His intelligence|His speed of travel|His love and desire to return|English_C12|30
36|'O how feeble is man's power' is an expression of...|joy|lament|anger|surprise|lament|English_C12|30
37|The speaker's life is connected to his beloved's...|wealth|beauty|breath and tears|social status|breath and tears|English_C12|30
38|'Divining' in the line 'Or thy fears have taught it thee?' means...|holy|predicting|understanding|calculating|predicting|English_C12|30
39|The rhyming scheme of the first stanza is...|ababccdd|aabbccdd|ababcaca|ababcdcd|ababcaca|English_C12|30
40|The poem is a part of Donne's collection called...|Holy Sonnets|Songs and Sonnets|Divine Poems|Metaphysical Poems|Songs and Sonnets|English_C12|30
41|The speaker argues that his departure is not a sign of...|his love ending|a new adventure|his desire for wealth|his duty|his love ending|English_C12|30
42|The sun's journey is a metaphor for...|the cycle of life and death|the certainty of return after a temporary absence|the power of nature|the passage of time|the certainty of return after a temporary absence|English_C12|30
43|The speaker's beloved's tears are 'unkindly kind' because...|they are shed out of love but they harm him|they are not real tears|they are tears of joy|they make him angry|they are shed out of love but they harm him|English_C12|30
44|The poem explores the ______ nature of love.|physical|fickle|spiritual and enduring|temporary|spiritual and enduring|English_C12|30
45|The speaker's argument is primarily based on...|emotion|logic and reason|fear|superstition|logic and reason|English_C12|30
46|What does the poet mean by 'the world can't show a fitter love for me'?|He cannot find a better person to love|The world is full of people to love|He has loved many people|His love is not fit for the world|He cannot find a better person to love|English_C12|30
47|The word 'hence' in 'Yesternight the sun went hence' means...|from here|to there|therefore|because|from here|English_C12|30
48|The central idea is that true lovers...|never have to part|are united in spirit even when physically apart|should not travel|are always sad|are united in spirit even when physically apart|English_C12|30
49|The poet's attitude towards death in this poem is...|fearful|defiant|accepting it as a rehearsal|celebratory|accepting it as a rehearsal|English_C12|30
50|This poem is a fine example of...|a classical love poem|a metaphysical love poem|a modern love poem|a romantic ballad|a metaphysical love poem|English_C12|30
