id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
13|आर्थिक भूगोल का उप-क्षेत्र कौन सा नहीं है?|संसाधन भूगोल|उद्योग भूगोल|अंतर्राष्ट्रीय व्यापार का भूगोल|ऐतिहासिक भूगोल|ऐतिहासिक भूगोल|Geography_C1|30
14|राजनीतिक भूगोल किससे संबंधित है?|राज्य, सीमा और निर्वाचन क्षेत्रों का अध्ययन|फसलों और पशुपालन का अध्ययन|जनसंख्या वितरण का अध्ययन|सांस्कृतिक परिदृश्यों का अध्ययन|राज्य, सीमा और निर्वाचन क्षेत्रों का अध्ययन|Geography_C1|30
15|'प्रकृति मानव को नियंत्रित करती है' - यह कथन किस विचारधारा से संबंधित है?|निश्चयवाद|संभववाद|नव-निश्चयवाद|कल्याणपरक भूगोल|निश्चयवाद|Geography_C1|30
16|'मानव प्रकृति का दास है' - यह विचार किसने दिया था?|हंटिंगटन|एलेन सी. सेंपल|अरस्तू|बकल|एलेन सी. सेंपल|Geography_C1|30
17|मानव भूगोल की फ्रांसीसी विचारधारा के प्रमुख समर्थक कौन थे?|विडाल-डी-ला-ब्लाश|जीन ब्रून्स|अल्बर्ट डिमांजियन|उपरोक्त सभी|उपरोक्त सभी|Geography_C1|30
18|मानव भूगोल में 'उत्तर-आधुनिकतावाद' का उदय किस दशक में हुआ?|1950|1970|1990|2000|1990|Geography_C1|30
19|मानवतावादी विचारधारा का संबंध मुख्य रूप से किससे है?|मानव कल्याण और सामाजिक चेतना|आर्थिक लाभ और विकास|प्राकृतिक नियमों की खोज|मानचित्रण तकनीक|मानव कल्याण और सामाजिक चेतना|Geography_C1|30
20|व्यवहारवादी भूगोल किस पर जोर देता है?|प्रत्यक्ष अनुभव और मानव व्यवहार|आर्थिक मॉडल और सिद्धांत|भौतिक नियम और प्रक्रियाएं|सांख्यिकीय विश्लेषण|प्रत्यक्ष अनुभव और मानव व्यवहार|Geography_C1|30
21|मानव भूगोल को एक अलग अध्ययन के क्षेत्र के रूप में कब स्थापित किया गया?|17वीं शताब्दी|18वीं शताब्दी|19वीं शताब्दी|20वीं शताब्दी|19वीं शताब्दी|Geography_C1|30
22|मानव द्वारा निर्मित सांस्कृतिक भू-दृश्य किसका अध्ययन क्षेत्र है?|भौतिक भूगोल|मानव भूगोल|जीव भूगोल|जलवायु विज्ञान|मानव भूगोल|Geography_C1|30
23|'मानव अपनी पर्यावरण की उपज है' - यह कथन किसका है?|कुमारी सेंपल|रिटर|रेटजेल|डेविस|कुमारी सेंपल|Geography_C1|30
24|निम्नलिखित में से कौन सा कथन संभववाद का समर्थन करता है?|प्रकृति अवसर प्रदान करती है और मानव उसका उपयोग करता है|मानव पूरी तरह से प्रकृति पर निर्भर है|प्रौद्योगिकी विकास प्रकृति के नियमों से बाधित है|मानव को प्रकृति के आदेशों का पालन करना चाहिए|प्रकृति अवसर प्रदान करती है और मानव उसका उपयोग करता है|Geography_C1|30
25|मानव भूगोल का अध्ययन क्षेत्र किससे संबंधित नहीं है?|जनसंख्या|मानव बस्तियाँ|सांस्कृतिक विकास|चट्टानों का निर्माण|चट्टानों का निर्माण|Geography_C1|30
26|मानव भूगोल की प्रकृति कैसी है?|स्थिर|गतिशील|संकुचित|अपरिवर्तनशील|गतिशील|Geography_C1|30
27|प्रारंभिक औपनिवेशिक युग में मानव भूगोल का कौन सा उपागम प्रचलित था?|अन्वेषण और विवरण|प्रादेशिक विश्लेषण|क्षेत्रीय विभेदन|मात्रात्मक क्रांति|अन्वेषण और विवरण|Geography_C1|30
28|'भूगोल में द्वैतवाद' का क्या अर्थ है?|दो अलग-अलग भौगोलिक क्षेत्रों का अध्ययन|विषय के अध्ययन के दो परस्पर विरोधी दृष्टिकोण|दो अलग-अलग समय अवधियों का अध्ययन|मानचित्र और ग्लोब का उपयोग|विषय के अध्ययन के दो परस्पर विरोधी दृष्टिकोण|Geography_C1|30
29|पर्यावरण और मानव के बीच पारस्परिक क्रिया का अध्ययन क्या कहलाता है?|पारिस्थितिकी|मानव भूगोल|जीव विज्ञान|समाजशास्त्र|मानव भूगोल|Geography_C1|30
30|रेटजेल किस देश के भूगोलवेत्ता थे?|फ्रांस|जर्मनी|ब्रिटेन|संयुक्त राज्य अमेरिका|जर्मनी|Geography_C1|30
31|मानव भूगोल की किस शाखा में लिंगानुपात का अध्ययन किया जाता है?|सामाजिक भूगोल|जनसंख्या भूगोल|आर्थिक भूगोल|राजनीतिक भूगोल|जनसंख्या भूगोल|Geography_C1|30
32|प्रौद्योगिकी के विकास ने किस विचारधारा को जन्म दिया?|निश्चयवाद|संभववाद|नव-निश्चयवाद|पर्यावरणवाद|संभववाद|Geography_C1|30
33|मानव भूगोल का केंद्रीय बिंदु क्या है?|पर्यावरण|मानव|प्रौद्योगिकी|संसाधन|मानव|Geography_C1|30
34|भूगोल का कौन सा उपागम कंप्यूटर और सांख्यिकीय विधियों के उपयोग पर जोर देता है?|मात्रात्मक क्रांति|व्यवहारवाद|मानवतावाद|अन्वेषण और विवरण|मात्रात्मक क्रांति|Geography_C1|30
35|'मानव अपने पर्यावरण को अपनी आवश्यकताओं के अनुसार बदल सकता है' - यह विचार किससे संबंधित है?|संभववाद|निश्चयवाद|नव-निश्चयवाद|भौतिकवाद|संभववाद|Geography_C1|30
36|ग्रिफिथ टेलर द्वारा विकसित की गई संकल्पना क्या दर्शाती है?|मानव प्रकृति का स्वामी है|प्रकृति मानव की स्वामी है|मानव और प्रकृति के बीच सामंजस्य|मानव को प्रकृति पर विजय प्राप्त करनी चाहिए|मानव और प्रकृति के बीच सामंजस्य|Geography_C1|30
37|सांस्कृतिक भूगोल किसका अध्ययन करता है?|विभिन्न संस्कृतियों के रीति-रिवाज और परंपराएं|कृषि पद्धतियों का विकास|शहरी क्षेत्रों की संरचना|खनिज संसाधनों का वितरण|विभिन्न संस्कृतियों के रीति-रिवाज और परंपराएं|Geography_C1|30
38|निम्नलिखित में से कौन सा भौतिक पर्यावरण का तत्व नहीं है?|जलवायु|मिट्टी|उद्योग|वनस्पति|उद्योग|Geography_C1|30
39|निम्नलिखित में से कौन सा सांस्कृतिक पर्यावरण का तत्व है?|पहाड़|नदियाँ|सड़कें|झीलें|सड़कें|Geography_C1|30
40|मानव भूगोल में क्रमबद्ध उपागम (Systematic Approach) किसने प्रस्तुत किया?|अलेक्जेंडर वॉन हम्बोल्ट|कार्ल रिटर|फ्रेडरिक रेटजेल|विडाल-डी-ला-ब्लाश|अलेक्जेंडर वॉन हम्बोल्ट|Geography_C1|30
41|मानव भूगोल में प्रादेशिक उपागम (Regional Approach) पर किसने जोर दिया?|कार्ल रिटर|अलेक्जेंडर वॉन हम्बोल्ट|इरेटोस्थनीज|टॉलेमी|कार्ल रिटर|Geography_C1|30
42|'मानव कल्याण' किस भौगोलिक विचारधारा का केंद्र बिंदु है?|मानवतावादी|अमूलवादी (रेडिकल)|व्यवहारवादी|निश्चयवादी|मानवतावादी|Geography_C1|30
43|निर्धनता, बंधन और सामाजिक असमानता की व्याख्या के लिए मार्क्स के सिद्धांत का उपयोग किस विचारधारा में किया गया?|अमूलवादी (रेडिकल) विचारधारा|मानवतावादी विचारधारा|व्यवहारवादी विचारधारा|संभववाद|अमूलवादी (रेडिकल) विचारधारा|Geography_C1|30
44|भूगोल की दो प्रमुख शाखाएं कौन सी हैं?|भौतिक और मानव भूगोल|आर्थिक और सामाजिक भूगोल|नगरीय और ग्रामीण भूगोल|राजनीतिक और ऐतिहासिक भूगोल|भौतिक और मानव भूगोल|Geography_C1|30
45|मानव निर्मित पर्यावरण को क्या कहा जाता है?|भौतिक पर्यावरण|सांस्कृतिक पर्यावरण|जैविक पर्यावरण|प्राकृतिक पर्यावरण|सांस्कृतिक पर्यावरण|Geography_C1|30
46|'न तो पूर्ण आवश्यकता की स्थिति है और न ही पूर्ण स्वतंत्रता की दशा' - यह कथन किससे संबंधित है?|नव-निश्चयवाद|निश्चयवाद|संभववाद|मानवतावाद|नव-निश्चयवाद|Geography_C1|30
47|मानव भूगोल का अध्ययन मानव समाजों के विकास के किस पक्ष को समझने में मदद करता है?|गत्यात्मकता|स्थिरता|पतन|विनाश|गत्यात्मकता|Geography_C1|30
48|आधुनिक मानव भूगोल का संस्थापक किसे माना जाता है?|रेटजेल|रिटर|हम्बोल्ट|विडाल-डी-ला-ब्लाश|रेटजेल|Geography_C1|30
49|भौगोलिक वातावरण के प्रभाव का अध्ययन किस विचारधारा के अंतर्गत आता है?|निश्चयवाद|संभववाद|मानवतावाद|व्यवहारवाद|निश्चयवाद|Geography_C1|30
50|प्रौद्योगिकी समाज के सांस्कृतिक विकास के स्तर की सूचक होती है। यह कथन क्या दर्शाता है?|प्रौद्योगिकी और संस्कृति के बीच कोई संबंध नहीं है|प्रौद्योगिकी प्रकृति पर मानव की विजय को दर्शाती है|प्रौद्योगिकी विकास के लिए प्रकृति का ज्ञान महत्वपूर्ण है|संस्कृति केवल प्रौद्योगिकी पर निर्भर है|प्रौद्योगिकी विकास के लिए प्रकृति का ज्ञान महत्वपूर्ण है|Geography_C1|30
