id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
11|भारत के विदेशी व्यापार की दिशा में हाल के वर्षों में क्या बदलाव आया है?|एशियाई और आसियान देशों के साथ व्यापार बढ़ा है|यूरोपीय देशों के साथ व्यापार घटा है|केवल अमेरिका के साथ व्यापार बढ़ा है|अफ्रीकी देशों के साथ व्यापार समाप्त हो गया है|एशियाई और आसियान देशों के साथ व्यापार बढ़ा है|Geography_C21|30
12|भारत के निर्यात में कृषि उत्पादों का हिस्सा घटने का क्या कारण है?|जनसंख्या बढ़ने से घरेलू खपत में वृद्धि|कृषि उत्पादन में कमी|सरकार द्वारा निर्यात पर रोक|अंतर्राष्ट्रीय बाजार में मांग की कमी|जनसंख्या बढ़ने से घरेलू खपत में वृद्धि|Geography_C21|30
13|भारत मुख्य रूप से किस वस्तु का आयात करता है?|कच्चा पेट्रोलियम|चाय|जूट का सामान|सूती वस्त्र|कच्चा पेट्रोलियम|Geography_C21|30
14|भारत के कुल व्यापार का लगभग कितना प्रतिशत समुद्री मार्गों द्वारा होता है?|95%|75%|50%|65%|95%|Geography_C21|30
15|'पृष्ठ प्रदेश' (Hinterland) का क्या अर्थ है?|एक बंदरगाह का प्रभाव क्षेत्र|एक औद्योगिक क्षेत्र|एक कृषि क्षेत्र|एक तटीय मैदान|एक बंदरगाह का प्रभाव क्षेत्र|Geography_C21|30
16|पारादीप बंदरगाह मुख्य रूप से किसके निर्यात के लिए बनाया गया था?|लौह-अयस्क|कोयला|पेट्रोलियम|मसाले|लौह-अयस्क|Geography_C21|30
17|भारत का सबसे पुराना कृत्रिम पत्तन कौन सा है?|चेन्नई|विशाखापत्तनम|हल्दिया|कांडला|चेन्नई|Geography_C21|30
18|'गेटवे ऑफ इंडिया' किस बंदरगाह को कहा जाता था?|मुंबई|कोलकाता|चेन्नई|कोच्चि|मुंबई|Geography_C21|30
19|भारत के व्यापार संतुलन (Balance of Trade) की स्थिति सामान्यतः कैसी रही है?|ऋणात्मक (आयात अधिक, निर्यात कम)|धनात्मक (निर्यात अधिक, आयात कम)|संतुलित|हमेशा धनात्मक|ऋणात्मक (आयात अधिक, निर्यात कम)|Geography_C21|30
20|भारत के सॉफ्टवेयर निर्यात ने किस क्षेत्र में क्रांति ला दी है?|सूचना प्रौद्योगिकी|कृषि|विनिर्माण|खनन|सूचना प्रौद्योगिकी|Geography_C21|30
21|हल्दिया बंदरगाह को कोलकाता के सहायक पत्तन के रूप में क्यों विकसित किया गया?|कोलकाता पत्तन पर गाद की समस्या और बढ़ते दबाव को कम करने के लिए|एक नया व्यापार मार्ग खोलने के लिए|पर्यटन को बढ़ावा देने के लिए|मछली पकड़ने की सुविधा के लिए|कोलकाता पत्तन पर गाद की समस्या और बढ़ते दबाव को कम करने के लिए|Geography_C21|30
22|'क्वीन ऑफ द अरेबियन सी' (अरब सागर की रानी) किस बंदरगाह को कहा जाता है?|कोच्चि|मंगलौर|मार्मागाओ|मुंबई|कोच्चि|Geography_C21|30
23|भारत के आयात में पूँजीगत वस्तुओं (जैसे मशीनरी) का हिस्सा क्या दर्शाता है?|देश में बढ़ता औद्योगिक विकास और आधुनिकीकरण|आर्थिक गिरावट|कृषि पर निर्भरता|सेवा क्षेत्र का पतन|देश में बढ़ता औद्योगिक विकास और आधुनिकीकरण|Geography_C21|30
24|भारत की व्यापार नीति में 'उदारीकरण' (Liberalisation) कब शुरू हुआ?|1991 से|1980 से|2000 से|1970 से|1991 से|Geography_C21|30
25|भारत के विदेशी व्यापार में वायु परिवहन की क्या भूमिका है?|उच्च मूल्य वाली हल्की वस्तुओं के परिवहन में|भारी वस्तुओं के परिवहन में|केवल यात्री परिवहन में|कोई भूमिका नहीं|उच्च मूल्य वाली हल्की वस्तुओं के परिवहन में|Geography_C21|30
26|देश के विभाजन का भारत के किस बंदरगाह पर प्रतिकूल प्रभाव पड़ा?|कोलकाता और मुंबई|चेन्नई और विशाखापत्तनम|कांडला और कोच्चि|मार्मागाओ और मंगलौर|कोलकाता और मुंबई|Geography_C21|30
27|कांडला बंदरगाह को किस बंदरगाह की कमी पूरी करने के लिए विकसित किया गया था?|कराची बंदरगाह|चटगांव बंदरगाह|कोलंबो बंदरगाह|रंगून बंदरगाह|कराची बंदरगाह|Geography_C21|30
28|निम्नलिखित में से कौन सा भारत के निर्यात का एक प्रमुख मद है?|रत्न और आभूषण|कच्चा लोहा|दालें|उर्वरक|रत्न और आभूषण|Geography_C21|30
29|भारत की अंतर्राष्ट्रीय सीमा से सटे राज्यों में व्यापार के लिए क्या स्थापित किए गए हैं?|विमान पत्तन|समुद्री पत्तन|अंतर्देशीय कंटेनर डिपो|सीमांत सड़कें|अंतर्देशीय कंटेनर डिपो|Geography_C21|30
30|न्यू मंगलौर पत्तन से मुख्य रूप से क्या निर्यात किया जाता है?|कुद्रेमुख का लौह-अयस्क|कोयला|चीनी|चाय|कुद्रेमुख का लौह-अयस्क|Geography_C21|30
31|भारत के व्यापार की दिशा में विविधीकरण का क्या अर्थ है?|भारत अब कई नए देशों के साथ व्यापार कर रहा है|भारत केवल एक देश के साथ व्यापार करता है|भारत का व्यापार घट रहा है|भारत केवल आयात कर रहा है|भारत अब कई नए देशों के साथ व्यापार कर रहा है|Geography_C21|30
32|एन्नोर (कामराजार) पत्तन किस राज्य में स्थित है?|तमिलनाडु|आंध्र प्रदेश|ओडिशा|केरल|तमिलनाडु|Geography_C21|30
33|भारत के व्यापारिक संबंधों का आधार क्या है?|आर्थिक विकास का स्तर|सांस्कृतिक समानता|राजनीतिक विचारधारा|भौगोलिक निकटता|आर्थिक विकास का स्तर|Geography_C21|30
34|निम्नलिखित में से कौन सा पत्तन लैगून पर स्थित है?|कोच्चि|मुंबई|कांडला|मार्मागाओ|कोच्चि|Geography_C21|30
35|भारत के विदेशी व्यापार में सबसे बड़ी चुनौती क्या है?|नकारात्मक व्यापार संतुलन और अंतर्राष्ट्रीय कीमतों में उतार-चढ़ाव|बंदरगाहों की कमी|परिवहन साधनों का अभाव|कुशल श्रमिकों की कमी|नकारात्मक व्यापार संतुलन और अंतर्राष्ट्रीय कीमतों में उतार-चढ़ाव|Geography_C21|30
36|भारत के निर्यात प्रोत्साहन के लिए सरकार ने कौन सी नीति अपनाई है?|विशेष आर्थिक क्षेत्र (SEZ) की स्थापना|आयात पर प्रतिबंध|उच्च टैरिफ लगाना|विदेशी निवेश पर रोक|विशेष आर्थिक क्षेत्र (SEZ) की स्थापना|Geography_C21|30
37|तूतीकोरिन बंदरगाह का क्या महत्व है?|यह भारत के पूर्वी तट पर स्थित है और श्रीलंका के साथ व्यापार को संभालता है|यह केवल नौसेना का अड्डा है|यह भारत का सबसे बड़ा बंदरगाह है|यह एक नदीय पत्तन है|यह भारत के पूर्वी तट पर स्थित है और श्रीलंका के साथ व्यापार को संभालता है|Geography_C21|30
38|1950-51 में भारत के विदेशी व्यापार में किसका प्रभुत्व था?|यूरोप और अमेरिका|एशिया और अफ्रीका|ऑस्ट्रेलिया और न्यूजीलैंड|लैटिन अमेरिका|यूरोप और अमेरिका|Geography_C21|30
39|भारत के कुल आयात में चीन का हिस्सा कैसा है?|सर्वाधिक में से एक|बहुत कम|नगण्य|शून्य|सर्वाधिक में से एक|Geography_C21|30
40|भारत किस संगठन का सदस्य है जो क्षेत्रीय व्यापार को बढ़ावा देता है?|सार्क (SAARC)|नाफ्टा (NAFTA)|ओपेक (OPEC)|यूरोपीय संघ (EU)|सार्क (SAARC)|Geography_C21|30
41|भारत के व्यापार की मात्रा (आयात+निर्यात का कुल मूल्य) में समय के साथ क्या परिवर्तन आया है?|लगातार वृद्धि हुई है|लगातार कमी आई है|स्थिर रही है|बहुत उतार-चढ़ाव आया है|लगातार वृद्धि हुई है|Geography_C21|30
42|भारत के निर्यात में पेट्रोलियम उत्पादों की हिस्सेदारी क्यों बढ़ी है?|कच्चे तेल का आयात कर उसे परिष्कृत करके निर्यात करने के कारण|देश में पेट्रोलियम उत्पादन बढ़ने के कारण|घरेलू खपत कम होने के कारण|सरकारी सब्सिडी के कारण|कच्चे तेल का आयात कर उसे परिष्कृत करके निर्यात करने के कारण|Geography_C21|30
43|जवाहरलाल नेहरू पत्तन को भारत का सबसे आधुनिक और यंत्रीकृत पत्तन क्यों माना जाता है?|कंटेनर यातायात को संभालने की उन्नत सुविधाओं के कारण|यह सबसे पुराना है|यह एक प्राकृतिक बंदरगाह है|यह सबसे बड़ा है|कंटेनर यातायात को संभालने की उन्नत सुविधाओं के कारण|Geography_C21|30
44|अंतर्राष्ट्रीय व्यापार में 'टैरिफ' (Tariff) क्या है?|आयातित वस्तुओं पर लगाया जाने वाला कर|निर्यात पर दी जाने वाली सब्सिडी|एक व्यापार समझौता|एक बंदरगाह का नाम|आयातित वस्तुओं पर लगाया जाने वाला कर|Geography_C21|30
45|भारत के पूर्वी तट का सबसे उत्तरी बंदरगाह कौन सा है?|कोलकाता-हल्दिया|पारादीप|विशाखापत्तनम|चेन्नई|कोलकाता-हल्दिया|Geography_C21|30
46|विदेशी व्यापार नीति का मुख्य उद्देश्य क्या होता है?|निर्यात को बढ़ावा देना और आयात को युक्तिसंगत बनाना|केवल आयात को बढ़ावा देना|व्यापार को प्रतिबंधित करना|केवल घरेलू उद्योग को संरक्षण देना|निर्यात को बढ़ावा देना और आयात को युक्तिसंगत बनाना|Geography_C21|30
47|भारत से मसालों के निर्यात के लिए कौन सा बंदरगाह प्रसिद्ध है?|कोच्चि|कांडला|पारादीप|हल्दिया|कोच्चि|Geography_C21|30
48|भारत के व्यापार में सड़क और रेल मार्ग की अपेक्षा समुद्री मार्ग अधिक महत्वपूर्ण क्यों हैं?|यह लंबी दूरी के लिए सस्ता है और भारी माल का परिवहन कर सकता है|यह तेज है|इसमें कोई बाधा नहीं है|यह अधिक सुरक्षित है|यह लंबी दूरी के लिए सस्ता है और भारी माल का परिवहन कर सकता है|Geography_C21|30
49|भारत के किस पड़ोसी देश के साथ व्यापार में काफी वृद्धि हुई है?|बांग्लादेश|पाकिस्तान|अफगानिस्तान|मालदीव|बांग्लादेश|Geography_C21|30
50|अंतर्राष्ट्रीय व्यापार किसी देश के लिए क्यों आवश्यक है?|उन वस्तुओं को प्राप्त करने के लिए जिनका देश में उत्पादन नहीं होता या कम होता है|केवल विदेशी मुद्रा अर्जित करने के लिए|अन्य देशों पर निर्भरता बढ़ाने के लिए|यह आवश्यक नहीं है|उन वस्तुओं को प्राप्त करने के लिए जिनका देश में उत्पादन नहीं होता या कम होता है|Geography_C21|30
