id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
36|The second wave of globalization for English was driven by...|the printing press|the economic and cultural power of the USA|the European Union|the United Nations|the economic and cultural power of the USA|The_Story_of_English_C5|30
37|The current wave of English globalization is primarily driven by...|the British monarchy|the US military|the digital revolution|the tourism industry|the digital revolution|The_Story_of_English_C5|30
38|'Code-mixing' refers to...|inventing a new secret code|embedding words or phrases from another language in a sentence|mixing up grammatical rules|writing in different scripts|embedding words or phrases from another language in a sentence|The_Story_of_English_C5|30
39|Many international companies have adopted ______ as their official corporate language.|French|German|Chinese|English|English|The_Story_of_English_C5|30
40|The role of English in global academia is...|declining|marginal|dominant|shared equally with other languages|dominant|The_Story_of_English_C5|30
41|A potential future scenario for Global English is...|its collapse and disappearance|its fragmentation into mutually unintelligible languages|its stabilization into a single global standard|its replacement by 'Globish'|its fragmentation into mutually unintelligible languages|The_Story_of_English_C5|30
42|The British Council and Cambridge English are major institutions involved in...|promoting the French language|regulating the internet|the global teaching and assessment of English|the banking industry|the global teaching and assessment of English|The_Story_of_English_C5|30
43|For a language to be a true 'global language', it needs to have a special role in...|most countries of the world|just a few powerful countries|the United Nations|the world of literature|most countries of the world|The_Story_of_English_C5|30
44|The spread of English has been both a result and a cause of...|world peace|globalization|poverty|war|globalization|The_Story_of_English_C5|30
45|The English vocabulary continues to grow at a rate of ______ of new words per year.|dozens|hundreds|thousands|millions|thousands|The_Story_of_English_C5|30
46|What is a 'lexical innovation' in Global English?|A new grammatical rule|A new pronunciation|A new word or a new meaning for an existing word|A new alphabet|A new word or a new meaning for an existing word|The_Story_of_English_C5|30
47|The attitude of native speakers towards 'New Englishes' has historically been...|very accepting and positive|neutral|often critical and dismissive|supportive|often critical and dismissive|The_Story_of_English_C5|30
48|Today, the ownership of the English language is claimed by...|only the British|only the Americans|all who speak it|no one|all who speak it|The_Story_of_English_C5|30
49|The 'linguistic centre of gravity' for English has...|remained in England|moved from Britain to the USA|shifted to Asia|disappeared|moved from Britain to the USA|The_Story_of_English_C5|30
50|The story of Global English in the 21st century is one of unprecedented scale and...|simplicity|stability|complexity|purity|complexity|The_Story_of_English_C5|30
