id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
30|What is 'Globish'?|A new world language designed to replace English|A simplified form of English with a limited vocabulary for international communication|A mix of English and Spanish|The English spoken by robots|A simplified form of English with a limited vocabulary for international communication|The_Story_of_English_C4|30
31|The largest English-speaking country in the world by population is...|The United States|The United Kingdom|India|Canada|The United States|The_Story_of_English_C4|30
32|The second largest English-speaking country in the world by population is...|The United Kingdom|Nigeria|Canada|India|India|The_Story_of_English_C4|30
33|The spread of English has also led to concerns about...|linguistic imperialism and the death of other languages|it being too difficult to learn|it changing too quickly|it becoming too simple|linguistic imperialism and the death of other languages|The_Story_of_English_C4|30
34|'Indian English' is known for its distinctive...|pronunciation|vocabulary|grammar|All of the above|All of the above|The_Story_of_English_C4|30
35|Which international organization uses English as one of its main working languages?|The United Nations|The European Union|The Commonwealth of Nations|All of the above|All of the above|The_Story_of_English_C4|30
36|The development of English as a world language is a story of...|linguistic purity|cultural and political power|grammatical simplicity|random chance|cultural and political power|The_Story_of_English_C4|30
37|The term EFL stands for...|English for Fun Learning|English as a Foreign Language|English for Localities|English from London|English as a Foreign Language|The_Story_of_English_C4|30
38|The term ESL stands for...|English as a Second Language|English for Special Learners|English, Spanish, Latin|English Studies Library|English as a Second Language|The_Story_of_English_C4|30
39|In the 19th century, Britain was the leading ______ power, which helped spread English.|military|industrial and imperial|cultural|literary|industrial and imperial|The_Story_of_English_C4|30
40|In the 20th century, the USA was the leading ______ power, which continued the spread of English.|economic and cultural|religious|agricultural|socialist|economic and cultural|The_Story_of_English_C4|30
41|The rise of global media and entertainment (e.g., Hollywood) has played a huge role in promoting...|French|Spanish|Chinese|English|English|The_Story_of_English_C4|30
42|The English language has been successful because of its ability to...|resist change|borrow words and adapt|maintain a simple grammar|be spelled phonetically|borrow words and adapt|The_Story_of_English_C4|30
43|The number of people who speak English as a second or foreign language...|is smaller than the number of native speakers|is about the same as the number of native speakers|is much larger than the number of native speakers|is impossible to estimate|is much larger than the number of native speakers|The_Story_of_English_C4|30
44|The language brought by the Anglo-Saxons has been shaped by ______ of contact with other languages.|one century|two centuries|five centuries|many centuries|many centuries|The_Story_of_English_C4|30
45|Which of these is a variety of English spoken in Africa?|Nigerian English|Kenyan English|South African English|All of the above|All of the above|The_Story_of_English_C4|30
46|'Singlish' is a variety of English spoken in...|Singapore|Sri Lanka|Sweden|Switzerland|Singapore|The_Story_of_English_C4|30
47|The future of English will be determined by...|its native speakers only|its non-native speakers|language experts|governments|its non-native speakers|The_Story_of_English_C4|30
48|The spread of English began in the ______ century.|15th|16th|17th|18th|16th|The_Story_of_English_C4|30
49|For many people around the world, learning English is seen as a path to...|preserving their culture|social and economic mobility|political power|religious enlightenment|social and economic mobility|The_Story_of_English_C4|30
50|The story of English as a world language is still...|over|in its final chapter|being written|unimportant|being written|The_Story_of_English_C4|30
