id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
12|افسانے میں 'پرامس' کس چیز کی علامت ہے؟|اخلاقی ذمہ داری|قانونی معاہدہ|ایک رسم|مجبوری|اخلاقی ذمہ داری|Urdu_C8|30
13|شفیع جاوید کس ادبی نظریے کے لیے جانے جاتے ہیں؟|ترقی پسندی|جدیدیت|رومانویت|اسلامی ادب|جدیدیت|Urdu_C8|30
14|امّو کی شخصیت کیسی تھی؟|سخت اور غصے والی|کمزور اور لاچار|روایتی اور اصول پسند|خود غرض|روایتی اور اصول پسند|Urdu_C8|30
15|افسانے کا لہجہ کیسا ہے؟|مزاحیہ|طربیہ|سنجیدہ اور المیہ|طنز یہ|سنجیدہ اور المیہ|Urdu_C8|30
16|بیٹوں کا اپنی ماں کے ساتھ کیسا سلوک تھا؟|بہت محبت بھرا|فرض پورا کرنے والا|لاپرواہی اور بے حسی کا|نفرت آمیز|لاپرواہی اور بے حسی کا|Urdu_C8|30
17|کہانی کا کون سا کردار مغربی تہذیب سے متاثر نظر آتا ہے؟|امّو|بڑے بیٹے|چھوٹا بیٹا|گاؤں والے|بڑے بیٹے|Urdu_C8|30
18|'پرامس' افسانہ کس سماجی مسئلے کو اجاگر کرتا ہے؟|مغربی تہذیب کا اثر|رشتے ناتوں کا بکھراؤ|تعلیم کی کمی|غربت اور بے روزگاری|رشتے ناتوں کا بکھراؤ|Urdu_C8|30
19|امّو کی آخری خواہش کیا تھی؟|اپنے پوتوں کو دیکھنا|اپنے گاؤں میں دفن ہونا|اپنے سارے بیٹوں کو اکٹھا دیکھنا|ایک نیا گھر خریدنا|اپنے گاؤں میں دفن ہونا|Urdu_C8|30
20|افسانے کے آخر میں بیٹے کیا فیصلہ کرتے ہیں؟|لاش کو گاؤں لے جانے کا|شہر میں ہی دفنانے کا|لاش کو ہسپتال میں چھوڑنے کا|ایک دوسرے پر الزام لگانے کا|شہر میں ہی دفنانے کا|Urdu_C8|30
21|شفیع جاوید کی تعلیم کیا تھی؟|ایم اے (اردو)|ایم اے (سوشیالوجی)|پی ایچ ڈی (فلسفہ)|ایم بی بی ایس|ایم اے (سوشیالوجی)|Urdu_C8|30
22|امّو کو کس بات کا سب سے زیادہ دکھ تھا؟|اپنی بیماری کا|اپنی غربت کا|اپنے بیٹوں کی بے رخی کا|اپنے شوہر کی موت کا|اپنے بیٹوں کی بے رخی کا|Urdu_C8|30
23|یہ افسانہ کس نسل کے تصادم کو دکھاتا ہے؟|دادا اور پوتا|نئی اور پرانی نسل|دو بھائیوں کے درمیان|ساس اور بہو|نئی اور پرانی نسل|Urdu_C8|30
24|افسانے کا عنوان 'پرامس' کیوں رکھا گیا؟|کیونکہ یہ کہانی کا مرکزی نقطہ ہے|کیونکہ یہ ایک انگریزی لفظ ہے|کیونکہ مصنف کو یہ پسند تھا|کیونکہ یہ ایک فیشن ایبل نام ہے|کیونکہ یہ کہانی کا مرکزی نقطہ ہے|Urdu_C8|30
25|امّو کا کردار کس چیز کی نمائندگی کرتا ہے؟|جدید ماں|مظلوم عورت|روایتی اقدار اور محبت|ایک چالاک عورت|روایتی اقدار اور محبت|Urdu_C8|30
26|بیٹوں کے کردار کس چیز کی عکاسی کرتے ہیں؟|مجبوری اور بے بسی|خود غرضی اور مادیت پرستی|محبت اور قربانی|فرمانبرداری|خود غرضی اور مادیت پرستی|Urdu_C8|30
27|افسانے میں 'گاؤں' کس چیز کی علامت ہے؟|پسماندگی|روایات اور جڑیں|غربت|خاموشی|روایات اور جڑیں|Urdu_C8|30
28|افسانے میں 'شہر' کس چیز کی علامت ہے؟|ترقی|مصنوعی زندگی اور بے حسی|خوشحالی|آزادی|مصنوعی زندگی اور بے حسی|Urdu_C8|30
29|شفیع جاوید کا کونسا افسانوی مجموعہ مشہور ہے؟|دائرے سے باہر|رات، شہر اور میں|کنجِ قفس|آوازیں|رات، شہر اور میں|Urdu_C8|30
30|امّو کی بیماری کیا تھی؟|کینسر|دل کا دورہ|ٹی بی|فالج|کینسر|Urdu_C8|30
31|کون سا بیٹا امّو کے سب سے قریب ہونے کا دعویٰ کرتا ہے؟|سب سے بڑا|منجھلا|سب سے چھوٹا|کوئی نہیں|سب سے چھوٹا|Urdu_C8|30
32|کیا بیٹے اپنی ماں سے کیا ہوا وعدہ پورا کر پاتے ہیں؟|ہاں|نہیں|کوشش کرتے ہیں|وہ بھول جاتے ہیں|نہیں|Urdu_C8|30
33|یہ کہانی قاری کے ذہن پر کیا تاثر چھوڑتی ہے؟|خوشی کا|امید کا|افسوس اور دکھ کا|غصے کا|افسوس اور دکھ کا|Urdu_C8|30
34|مصنف نے افسانے میں کس تکنیک کا استعمال کیا ہے؟|شعور کی رو|فلیش بیک|خطوط نگاری|ڈائری|فلیش بیک|Urdu_C8|30
35|امّو اپنے گاؤں سے کیوں محبت کرتی تھیں؟|وہاں ان کے رشتہ دار تھے|وہاں کی زمینیں ان کی تھیں|ان کی یادیں اور ان کے شوہر کی قبر وہاں تھی|وہ شہر سے نفرت کرتی تھیں|ان کی یادیں اور ان کے شوہر کی قبر وہاں تھی|Urdu_C8|30
36|بیٹوں کا آپس میں کیسا رشتہ تھا؟|بہت مضبوط|محبت بھرا|صرف دکھاوے کا اور رسمی|دشمنی کا|صرف دکھاوے کا اور رسمی|Urdu_C8|30
37|افسانے کا سب سے ڈرامائی حصہ کونسا ہے؟|امّو کا بیٹوں سے وعدہ لینا|امّو کی موت|تدفین کے مقام پر بیٹوں کی بحث|راوی کا ماضی کو یاد کرنا|تدفین کے مقام پر بیٹوں کی بحث|Urdu_C8|30
38|شفیع جاوید کی تحریروں کا خاص موضوع کیا ہے؟|دیہی زندگی|شہری زندگی کے تضادات|تاریخی واقعات|رومانوی کہانیاں|شہری زندگی کے تضادات|Urdu_C8|30
39|امّو کی بہوؤں کا ان کے ساتھ کیسا رویہ تھا؟|بہت اچھا|برا|لاپرواہ|کہانی میں ذکر نہیں ہے|کہانی میں ذکر نہیں ہے|Urdu_C8|30
40|یہ افسانہ ہمیں کیا سبق دیتا ہے؟|وعدہ ہمیشہ پورا کرنا چاہیے|والدین کی قدر کرنی چاہیے|پیسہ ہی سب کچھ ہے|مغربی تہذیب بری ہے|والدین کی قدر کرنی چاہیے|Urdu_C8|30
41|کہانی میں کون سا بیٹا سب سے زیادہ عملی (practical) سوچ کا مالک ہے؟|سب سے بڑا|دوسرا|تیسرا|سب سے چھوٹا|سب سے بڑا|Urdu_C8|30
42|امّو نے اپنے شوہر کو کیا پرامس کیا تھا؟|بیٹوں کو پڑھانے کا|گاؤں نہ چھوڑنے کا|ہمیشہ خوش رہنے کا|جائیداد نہ بیچنے کا|گاؤں نہ چھوڑنے کا|Urdu_C8|30
43|یہ افسانہ کس زمانے کی عکاسی کرتا ہے؟|1947 سے پہلے کا دور|1960 کی دہائی|1980 کی دہائی کے بعد کا دور|مستقبل کا دور|1980 کی دہائی کے بعد کا دور|Urdu_C8|30
44|بیٹوں کو ماں کی موت کی خبر کیسے ملتی ہے؟|خط سے|فون سے|پڑوسی سے|رشتے دار سے|فون سے|Urdu_C8|30
45|افسانے کا انجام کیسا ہے؟|خوش کن|المیہ|غیر متوقع|علامتی|المیہ|Urdu_C8|30
46|شفیع جاوید کو کس یونیورسٹی میں اعزازی پروفیسر بنایا گیا؟|پٹنہ یونیورسٹی|نالندہ اوپن یونیورسٹی|جے این یو|علی گڑھ مسلم یونیورسٹی|نالندہ اوپن یونیورسٹی|Urdu_C8|30
47|امّو کے شوہر کا انتقال کیسے ہوا تھا؟|ایک حادثے میں|لمبی بیماری کے بعد|دل کا دورہ پڑنے سے|جنگ میں|لمبی بیماری کے بعد|Urdu_C8|30
48|بیٹوں کو اپنی غلطی کا احساس کب ہوتا ہے؟|ماں کی زندگی میں|ماں کی موت کے فوراً بعد|کبھی نہیں|بہت دیر بعد|کبھی نہیں|Urdu_C8|30
49|یہ افسانہ کس نقطہ نظر سے لکھا گیا ہے؟|پہلا شخص (First Person)|دوسرا شخص (Second Person)|تیسرا شخص (Third Person)|دانائے کل (Omniscient)|پہلا شخص (First Person)|Urdu_C8|30
50|مصنف نے افسانے میں جدید زندگی کی کس حقیقت کو بے نقاب کیا ہے؟|ٹیکنالوجی کے فوائد|مشترکہ خاندانی نظام کا خاتمہ|انسانی رشتوں پر مادیت پرستی کا غلبہ|تعلیم کی اہمیت|انسانی رشتوں پر مادیت پرستی کا غلبہ|Urdu_C8|30
