id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
22|'راولپنڈی سازش کیس' میں کس شاعر کو گرفتار کیا گیا؟|جوش ملیح آبادی|علی سردار جعفری|فیض احمد فیض|احمد فراز|فیض احمد فیض|Urdu_C24|30
23|فیض کی شاعری میں 'رات' اکثر کس کی علامت ہوتی ہے؟|آرام کا وقت|محبوب سے ملاقات|ظلم اور ناامیدی کا دور|چاندنی|ظلم اور ناامیدی کا دور|Urdu_C24|30
24|'زنداں نامہ' کے اشعار کہاں لکھے گئے؟|گھر پر|سفر کے دوران|جیل میں|یونیورسٹی میں|جیل میں|Urdu_C24|30
25|فیض کے نزدیک 'دریا' کو پار کرنے کے لیے کیا ضروری ہے؟|اچھی کشتی|ہمت اور جدوجہد|قسمت|دوسروں کی مدد|ہمت اور جدوجہد|Urdu_C24|30
26|'آبگینہ' کا کیا مطلب ہے؟|پانی|آئینہ، شیشہ|موتی|دریا|آئینہ، شیشہ|Urdu_C24|30
27|فیض کی شاعری میں 'رقیب' کا تصور کیسا ہے؟|صرف عشق کا دشمن|ظالم سماج اور استحصالی نظام کا نمائندہ|ایک دوست|ایک پڑوسی|ظالم سماج اور استحصالی نظام کا نمائندہ|Urdu_C24|30
28|'شامِ شہرِ یاراں' کس کا شعری مجموعہ ہے؟|منیر نیازی|فیض احمد فیض|پروین شاکر|کشور ناہید|فیض احمد فیض|Urdu_C24|30
29|'قطرہ' اور 'دریا' کی تکرار کس فلسفے کی طرف اشارہ کرتی ہے؟|فرد اور کائنات کا رشتہ|پانی کی اہمیت|بارش کا موسم|پیاس کی شدت|فرد اور کائنات کا رشتہ|Urdu_C24|30
30|فیض نے اپنی شاعری میں کس سے امید وابستہ رکھی ہے؟|حکومت سے|امیر لوگوں سے|عوام اور آنے والے کل سے|صرف خود سے|عوام اور آنے والے کل سے|Urdu_C24|30
31|'تشنگی' کا کیا مطلب ہے؟|سیرابی|پیاس|خوشی|غم|پیاس|Urdu_C24|30
32|فیض کے کلام میں درد مندی کے ساتھ کون سا عنصر شامل ہے؟|ناامیدی|رجائیت (امید)|غصہ|نفرت|رجائیت (امید)|Urdu_C24|30
33|'مرے دل مرے مسافر' کس کی تصنیف ہے؟|اختر الایمان|فیض احمد فیض|مجاز لکھنوی|ساحر لدھیانوی|فیض احمد فیض|Urdu_C24|30
34|فیض کے مطابق 'دریا' کی خاموشی کیسی ہوتی ہے؟|سکون بخش|طوفان کا پیش خیمہ|خوبصورت|اداس|طوفان کا پیش خیمہ|Urdu_C24|30
35|فیض کی شاعری میں کن دو شعراء کا اثر نمایاں ہے؟|میر اور سودا|غالب اور اقبال|حالی اور آزاد|جوش اور جگر|غالب اور اقبال|Urdu_C24|30
36|'پابند' اور 'آزاد' دونوں طرح کی نظمیں کس نے لکھی ہیں؟|اقبال|جوش|فیض|حسرت|فیض|Urdu_C24|30
37|'تیری آنکھوں کے سوا دنیا میں رکھا کیا ہے' - یہ گیت کس شاعر کی غزل سے متاثر ہے؟|حسرت|فانی|جگر|فیض|فیض|Urdu_C24|30
38|'صلیبیں مرے دریچے میں' کیا ہے؟|شعری مجموعہ|ناول|خطوط کا مجموعہ|سفرنامہ|خطوط کا مجموعہ|Urdu_C24|30
39|فیض کے نزدیک فرد کی آزادی کس سے وابستہ ہے؟|دولت سے|معاشرے کی آزادی سے|صرف تعلیم سے|اچھی نوکری سے|معاشرے کی آزادی سے|Urdu_C24|30
40|'گوہر' کا کیا مطلب ہے؟|پتھر|پانی|موتی|ریت|موتی|Urdu_C24|30
41|فیض کی غزل میں 'دریا' کا سفر کہاں ختم ہوتا ہے؟|کنارے پر|سمندر میں مل کر|کہیں ختم نہیں ہوتا، جاری رہتا ہے|شروع میں ہی|کہیں ختم نہیں ہوتا، جاری رہتا ہے|Urdu_C24|30
42|'غبارِ ایام' کس کا مجموعہ کلام ہے؟|فیض احمد فیض|فراق گورکھپوری|ناصر کاظمی|ابنِ انشا|فیض احمد فیض|Urdu_C24|30
43|فیض کی شاعری میں 'صبح' کس کی علامت ہے؟|ایک نیا دن|انقلاب اور آزادی کا دور|مایوسی کا خاتمہ|'ب' اور 'ج' دونوں|'ب' اور 'ج' دونوں|Urdu_C24|30
44|'خامشی' فیض کے نزدیک کیا ہے؟|کمزوری|بزدلی|ایک طاقتور احتجاج|ہار مان لینا|ایک طاقتور احتجاج|Urdu_C24|30
45|فیض نے کس رسالے کی ادارت کی؟|'ادبِ لطیف' اور 'لوٹس'|'نگار'|'زمانہ'|'مخزن'|'ادبِ لطیف' اور 'لوٹس'|Urdu_C24|30
46|'جلترنگ' کس شاعر کی شاعری میں ایک اہم استعارہ ہے؟|اختر الایمان|ن۔ م۔ راشد|میراجی|فیض|فیض|Urdu_C24|30
47|فیض کی غزل کا محبوب کون ہے؟|صرف ایک عورت|وطن|مظلوم عوام|یہ تمام|یہ تمام|Urdu_C24|30
48|'آرزو' اور 'جستجو' فیض کے نزدیک کیا ہیں؟|بیکار کام|زندگی کی علامت|دکھ کا سبب|امیری کی نشانی|زندگی کی علامت|Urdu_C24|30
49|فیض احمد فیض کا یومِ وفات کیا ہے؟|10 نومبر|20 نومبر|30 نومبر|10 دسمبر|20 نومبر|Urdu_C24|30
50|غزل 'دریا' کا مجموعی پیغام کیا ہے؟|دریا سے دور رہو|زندگی کی مشکلات سے گھبرا کر بیٹھ جاؤ|مسلسل جدوجہد اور امید کا دامن تھامے رہو|قسمت پر یقین رکھو|مسلسل جدوجہد اور امید کا دامن تھامے رہو|Urdu_C24|30
