id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
16|'تین بٹا چار' سے مصنف کی کیا مراد ہے؟|اکثریت، یعنی زیادہ تر لوگ|ایک چوتھائی لوگ|آدھے لوگ|بہت کم لوگ|اکثریت، یعنی زیادہ تر لوگ|Urdu_C5|30
17|مصنف نے کسے 'آسمانی باپ' کہا ہے؟|حضرت آدم علیہ السلام|خدا کو|اپنے والد کو|اپنے استاد کو|حضرت آدم علیہ السلام|Urdu_C5|30
18|جنت میں کس چیز کی ممانعت تھی؟|گندم کھانے کی|پھل کھانے کی|پانی پینے کی|آپس میں بات کرنے کی|گندم کھانے کی|Urdu_C5|30
19|مصنف نے کسے 'پہلا دہشت گرد' (First Terrorist) کہا ہے؟|ابلیس (شیطان) کو|سانپ کو|بوڑھے آدمی کو|حضرت آدم کو|ابلیس (شیطان) کو|Urdu_C5|30
20|انسان کو جنت سے کیوں نکالا گیا؟|حکم عدولی کی وجہ سے|بوریت کی وجہ سے|علم حاصل کرنے کے لیے|دنیا دیکھنے کے لیے|حکم عدولی کی وجہ سے|Urdu_C5|30
21|مصنف کے نزدیک، ہجرت کا سلسلہ کب تک جاری رہے گا؟|قیامت تک|صرف چند سال|ایک صدی تک|کچھ کہا نہیں جا سکتا|قیامت تک|Urdu_C5|30
22|'پیٹ کا دوزخ' بھرنے سے کیا مراد ہے؟|روزی کمانا اور گزربسر کرنا|بہت زیادہ کھانا|بیمار ہونا|غصہ کرنا|روزی کمانا اور گزربسر کرنا|Urdu_C5|30
23|احمد جمال پاشا کا شمار کن ادیبوں میں ہوتا ہے؟|طنز و مزاح نگار|سنجیدہ مضمون نگار|ناول نگار|شاعر|طنز و مزاح نگار|Urdu_C5|30
24|'اوراق' رسالے سے کس کی وابستگی تھی؟|وزیر آغا|احمد جمال پاشا|ابنِ انشاء|مشتاق احمد یوسفی|وزیر آغا|Urdu_C5|30
25|مصنف نے کسے 'فراری' کہا ہے؟|اپنے آپ کو اور ہر انسان کو|صرف مجرموں کو|صرف غلاموں کو|صرف جانوروں کو|اپنے آپ کو اور ہر انسان کو|Urdu_C5|30
26|انشائیہ میں 'بادلوں کا خیمہ' کس کی طرف اشارہ ہے؟|عارضی اور غیر مستقل پناہ گاہ|مستقل اور پائیدار گھر|خوبصورت محل|غریب کی جھونپڑی|عارضی اور غیر مستقل پناہ گاہ|Urdu_C5|30
27|مصنف کے مطابق، انسان کس چیز سے اکتا جاتا ہے؟|مسلسل آرام اور سکون سے|مسلسل محنت سے|سفر کرنے سے|نئی چیزیں دیکھنے سے|مسلسل آرام اور سکون سے|Urdu_C5|30
28|'شامِ گریباں' سے کیا مراد ہے؟|مصیبت اور اداسی کی شام|خوشی اور مسرت کی شام|خوبصورت شام|عام شام|مصیبت اور اداسی کی شام|Urdu_C5|30
29|انسان کا مقدر کیا ہے؟|خاک چھاننا اور سفر کرنا|ہمیشہ جنت میں رہنا|ہمیشہ دوزخ میں رہنا|ایک جگہ ٹھہرنا|خاک چھاننا اور سفر کرنا|Urdu_C5|30
30|'سیارہ' کا کیا مطلب ہے؟|ایک جگہ سے دوسری جگہ جانے والا، گھومنے والا|ایک جگہ ٹھہرنے والا|آسمان|زمین|ایک جگہ سے دوسری جگہ جانے والا، گھومنے والا|Urdu_C5|30
31|احمد جمال پاشا کی وفات کہاں ہوئی؟|پٹنہ|الہ آباد|لکھنؤ|دہلی|پٹنہ|Urdu_C5|30
32|'لذتِ آوارگی' کسے کہا گیا ہے؟|ہجرت اور سفر میں ملنے والے لطف کو|گھر میں رہنے کے سکون کو|امیری کے نشے کو|علم کی پیاس کو|ہجرت اور سفر میں ملنے والے لطف کو|Urdu_C5|30
33|انشائیہ میں 'سانپ' کس کی علامت ہو سکتا ہے؟|لالچ اور بہکاوے کی|دوستی اور وفاداری کی|حکمت اور دانائی کی|خوف اور دہشت کی|لالچ اور بہکاوے کی|Urdu_C5|30
34|مصنف نے مغرب کو کس کی علامت قرار دیا ہے؟|ایک نئی اور پرکشش جنت (مادی ترقی)|روحانیت کا مرکز|علم و ادب کا گہوارہ|امن و سکون کی جگہ|ایک نئی اور پرکشش جنت (مادی ترقی)|Urdu_C5|30
35|'مشرق کا قافلہ' کس طرف جا رہا ہے؟|مغرب کی طرف|شمال کی طرف|جنوب کی طرف|کہیں نہیں جا رہا|مغرب کی طرف|Urdu_C5|30
36|احمد جمال پاشا کی تحریر کا انداز کیسا ہے؟|طنزیہ اور گہرا|سنجیدہ اور خشک|عام اور سادہ|شاعرانہ اور جذباتی|طنزیہ اور گہرا|Urdu_C5|30
37|'اندیشہ ہائے دور دراز' کا کیا مطلب ہے؟|مستقبل کے خدشات اور فکریں|ماضی کی یادیں|خوشی کے لمحات|بچپن کے کھیل|مستقبل کے خدشات اور فکریں|Urdu_C5|30
38|جنت میں وقت کا تصور کیسا تھا؟|وقت ساکن تھا، کوئی تبدیلی نہیں تھی|وقت بہت تیزی سے گزرتا تھا|وقت بہت آہستہ گزرتا تھا|وقت کا کوئی تصور نہیں تھا|وقت ساکن تھا، کوئی تبدیلی نہیں تھی|Urdu_C5|30
39|مصنف کے مطابق، انسان کی اصل میراث کیا ہے؟|سفر اور جدوجہد|آرام اور دولت|علم اور کتابیں|تخت و تاج|سفر اور جدوجہد|Urdu_C5|30
40|'ارضی جنت' کسے کہا گیا ہے؟|دنیا کی مادی ترقی اور آسائشوں کو|آخرت کی جنت کو|گاؤں کی زندگی کو|بچپن کے دنوں کو|دنیا کی مادی ترقی اور آسائشوں کو|Urdu_C5|30
41|'ممنوعہ پھل' کھانے کا نتیجہ کیا نکلا؟|انسان کو عمل اور جدوجہد کی دنیا ملی|انسان ہمیشہ کے لیے جنت میں رہ گیا|انسان کو سزا ملی|انسان کو علم حاصل ہوا|انسان کو عمل اور جدوجہد کی دنیا ملی|Urdu_C5|30
42|احمد جمال پاشا نے کس کالج میں تدریس کے فرائض انجام دیے؟|زکریا کالج، دہلی|سینٹ اسٹیفنز کالج، دہلی|اسلامیہ کالج، لکھنؤ|شیخ الاسلام کالج، پٹنہ|زکریا کالج، دہلی|Urdu_C5|30
43|'شاخِ آہو' کا کیا مطلب ہے؟|ہرن کا سینگ|درخت کی شاخ|سانپ کی قسم|ایک پھول|ہرن کا سینگ|Urdu_C5|30
44|انشائیہ 'ہجرت' کا بنیادی موضوع کیا ہے؟|انسان کی بے چینی اور مسلسل تلاش|گھر کی اہمیت|دوستی کا رشتہ|موت کی حقیقت|انسان کی بے چینی اور مسلسل تلاش|Urdu_C5|30
45|'قفص' کے کیا معنی ہیں؟|پنجرہ|گھر|آشیانہ|باغ|پنجرہ|Urdu_C5|30
46|انسان اپنے پیچھے کیا چھوڑ کر ہجرت کرتا ہے؟|ایک جنت (آرام دہ جگہ)|ایک صحرا (مصیبت کی جگہ)|کچھ بھی نہیں|صرف دولت|ایک جنت (آرام دہ جگہ)|Urdu_C5|30
47|مصنف کے مطابق، کس کے پاؤں میں چکر ہے؟|انسان کے|جانوروں کے|فرشتوں کے|شیطان کے|انسان کے|Urdu_C5|30
48|'طعنہ' کا کیا مطلب ہے؟|طنز بھری بات|تعریف|جھوٹ|وعدہ|طنز بھری بات|Urdu_C5|30
49|یہ انشائیہ کس چیز پر طنز ہے؟|جدید انسان کی مادہ پرستی اور بے سکونی پر|قدیم دور کی جہالت پر|مذہبی انتہا پسندی پر|سیاسی بدعنوانی پر|جدید انسان کی مادہ پرستی اور بے سکونی پر|Urdu_C5|30
50|'ہجرت' ہمیں کیا سوچنے پر مجبور کرتی ہے؟|زندگی کے مقصد اور انسان کی فطرت پر|تاریخی ہجرتوں کے اسباب پر|مستقبل کی منصوبہ بندی پر|دنیا کے جغرافیہ پر|زندگی کے مقصد اور انسان کی فطرت پر|Urdu_C5|30
