id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
18|جوش کے قطعات کا لہجہ کیسا ہے؟|نرم اور دھیما|طنزیہ اور تنقیدی|عاشقانہ|صوفیانہ|طنزیہ اور تنقیدی|Urdu_C17|30
19|شاعر نے کس چیز کو 'فتنہ و شر' کی بنیاد کہا ہے؟|غربت|جہالت|مذہبی ٹھیکیداروں کو|سیاست کو|مذہبی ٹھیکیداروں کو|Urdu_C17|30
20|جوش ملیح آبادی پاکستان کب ہجرت کر گئے؟|1947|1950|1956|1960|1956|Urdu_C17|30
21|'عنصر' کا جمع کیا ہے؟|عناصر|عنصروں|عناصیر|انصر|عناصر|Urdu_C17|30
22|جوش کے مطابق آج کا انسان کس چیز کا غلام بن گیا ہے؟|علم کا|محبت کا|خواہشات اور مادیت کا|مذہب کا|خواہشات اور مادیت کا|Urdu_C17|30
23|'حرفِ حق' کا کیا مطلب ہے؟|سچی بات|جھوٹی بات|شاعری|تقریر|سچی بات|Urdu_C17|30
24|قطعہ اور غزل کے مطلع میں کیا فرق ہے؟|قطعہ میں مطلع نہیں ہوتا|قطعہ کے پہلے شعر کے دونوں مصرعے ہم قافیہ نہیں ہوتے|قطعہ ہمیشہ لمبا ہوتا ہے|کوئی فرق نہیں|قطعہ کے پہلے شعر کے دونوں مصرعے ہم قافیہ نہیں ہوتے|Urdu_C17|30
25|جوش نے اپنے قطعات میں کس دور کی عکاسی کی ہے؟|مغلیہ دور|اپنے زمانے کے سیاسی و سماجی حالات کی|غلامی کے دور کی|بہت پرانے زمانے کی|اپنے زمانے کے سیاسی و سماجی حالات کی|Urdu_C17|30
26|'آشوب' کے لغوی معنی کیا ہیں؟|خوشی|آرام|ہنگامہ، فتنہ، مصیبت|روشنی|ہنگامہ، فتنہ، مصیبت|Urdu_C17|30
27|جوش کے دادا کا نام کیا تھا؟|محمد احمد خان|بشیر احمد خان|فقیر محمد خان گویا|امیر احمد خان|فقیر محمد خان گویا|Urdu_C17|30
28|شاعر کے نزدیک آج کے دور میں سب سے بڑا فن کیا ہے؟|شاعری|مکاری اور دھوکہ دہی|سچ بولنا|ایمانداری|مکاری اور دھوکہ دہی|Urdu_C17|30
29|جوش کو کس یونیورسٹی نے 'ڈاکٹر آف لٹریچر' کی اعزازی ڈگری دی؟|پنجاب یونیورسٹی|علی گڑھ مسلم یونیورسٹی|دہلی یونیورسٹی|لکھنؤ یونیورسٹی|علی گڑھ مسلم یونیورسٹی|Urdu_C17|30
30|'فطرت' سے شاعر کی کیا مراد ہے؟|قدرت|انسانی جبلت|سچائی اور حقیقت|خوبصورتی|سچائی اور حقیقت|Urdu_C17|30
31|جوش کی نظم 'کسان' کس کی عکاسی کرتی ہے؟|زمیندار کی|شہر کے مزدور کی|دیہات کے کسان کی محنت اور عظمت کی|فصل کی کٹائی کی|دیہات کے کسان کی محنت اور عظمت کی|Urdu_C17|30
32|'عیاری' کا کیا مطلب ہے؟|ایمانداری|چالاکی، مکاری|بہادری|سخاوت|چالاکی، مکاری|Urdu_C17|30
33|جوش نے حکومتِ ہند کے کس رسالے کی ادارت کی؟|آج کل|شاہراہ|نقوش|فنون|آج کل|Urdu_C17|30
34|شاعر نے معاشرے کی خرابی کی ذمہ داری کس پر ڈالی ہے؟|صرف حکومت پر|صرف عوام پر|رہنماؤں اور عوام دونوں پر|قسمت پر|رهنماؤں اور عوام دونوں پر|Urdu_C17|30
35|جوش کی زبان کیسی ہے؟|سادہ اور سلیس|شاندار، پرشکوہ اور الفاظ سے بھرپور|عامیانہ|پیچیدہ|شاندار، پرشکوہ اور الفاظ سے بھرپور|Urdu_C17|30
36|'واعظ' سے مراد کون ہے؟|استاد|مذہبی نصیحت کرنے والا|سیاستدان|جج|مذہبی نصیحت کرنے والا|Urdu_C17|30
37|جوش کے مطابق، آج کل لوگ کس کی پوجا کرتے ہیں؟|خدا کی|علم کی|دولت اور طاقت کی|بزرگوں کی|دولت اور طاقت کی|Urdu_C17|30
38|'شعلہ و شبنم' کس کا شعری مجموعہ ہے؟|فیض|فراق|جوش|ساحر|جوش|Urdu_C17|30
39|قطعہ کا موضوع کیسا ہوتا ہے؟|ہمیشہ عشق و محبت|ایک ہی مربوط موضوع|الگ الگ موضوعات|ہمیشہ سنجیدہ|ایک ہی مربوط موضوع|Urdu_C17|30
40|جوش نے اپنی شاعری سے کیا کام لیا؟|صرف دل بہلانے کا|سماج کو بیدار کرنے اور تنقید کا|پیسہ کمانے کا|بادشاہوں کی تعریف کا|سماج کو بیدار کرنے اور تنقید کا|Urdu_C17|30
41|'مفاد' کا کیا مطلب ہے؟|نقصان|فائدہ|تجارت|سیاست|فائدہ|Urdu_C17|30
42|شاعر کے خیال میں آج کے دور میں کون کامیاب ہے؟|ایماندار|سچا|چالاک اور خود غرض|محنتی|چالاک اور خود غرض|Urdu_C17|30
43|جوش ملیح آبادی کو भारत सरकार نے کونسا ایوارڈ دیا؟|پدم شری|پدم بھوشن|بھارت رتن|ساہتیہ اکادمی|پدم بھوشن|Urdu_C17|30
44|'فکرِ انساں' سے کیا مراد ہے؟|انسان کا چہرہ|انسانی سوچ اور فکر|انسان کی پریشانی|انسان کی خوشی|انسانی سوچ اور فکر|Urdu_C17|30
45|جوش نے کس چیز کو 'روح کا سرطان' کہا ہے؟|غربت|بیماری|منافقت اور جھوٹ|جہالت|منافقت اور جھوٹ|Urdu_C17|30
46|'جنون و ہوش' کس کا شعری مجموعہ ہے؟|جوش|مجاز|فانی|حسرت|جوش|Urdu_C17|30
47|قطعہ میں قافیہ اور ردیف کی پابندی کیسی ہوتی ہے؟|غزل کی طرح سخت ہوتی ہے|بالکل نہیں ہوتی|صرف پہلے دو شعروں میں ہوتی ہے|شاعر کی مرضی پر منحصر ہے|غزل کی طرح سخت نہیں ہوتی|Urdu_C17|30
48|'طنز' کا کیا مقصد ہوتا ہے؟|صرف مذاق اڑانا|تذلیل کرنا|اصلاح کی نیت سے برائی کو نشانہ بنانا|خوش کرنا|اصلاح کی نیت سے برائی کو نشانہ بنانا|Urdu_C17|30
49|جوش نے اپنی آنکھوں سے کس بڑی تاریخی تبدیلی کو دیکھا؟|مغلیہ سلطنت کا عروج|ہندوستان کی تقسیم|پہلی جنگِ عظیم|خلافت تحریک|ہندوستان کی تقسیم|Urdu_C17|30
50|شاعر نے 'بزمِ ہستی' کسے کہا ہے؟|شاعروں کی محفل|دوستوں کی پارٹی|دنیا کو|سیاسی جلسے کو|دنیا کو|Urdu_C17|30
