id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
22|مِس کو دیکھ کر شاعر کے دل میں کیا خیالات آئے؟|اس کی خوبصورتی کی تعریف کے|اس کی تعلیم کی تعریف کے|اس کی مغربی اداؤں پر طنز کے|اس سے دوستی کرنے کے|اس کی مغربی اداؤں پر طنز کے|Urdu_C14|30
23|اکبر نے اپنی شاعری میں کس زبان کے الفاظ کثرت سے استعمال کیے ہیں؟|فارسی|عربی|سنسکرت|انگریزی|انگریزی|Urdu_C14|30
24|'کلیاتِ اکبر' کتنے حصوں پر مشتمل ہے؟|دو|تین|چار|پانچ|چار|Urdu_C14|30
25|نظم کے مطابق، مِس کو کس چیز پر بڑا ناز تھا؟|اپنی دولت پر|اپنے علم پر|اپنی خوبصورتی اور جدیدیت پر|اپنے خاندان پر|اپنی خوبصورتی اور جدیدیت پر|Urdu_C14|30
26|شاعر نے 'شیخ' اور 'برہمن' کا ذکر کس حوالے سے کیا ہے؟|مذہبی رہنماؤں کے طور پر|مذہبی جھگڑوں کی علامت کے طور پر|دوستوں کے طور پر|پڑوسیوں کے طور پر|مذہبی جھگڑوں کی علامت کے طور پر|Urdu_C14|30
27|اکبر کے نزدیک مغربی تہذیب کا سب سے برا اثر کیا تھا؟|نئی ایجادات|مذہب سے دوری اور مادیت پرستی|انگریزی زبان|نیا لباس|مذہب سے دوری اور مادیت پرستی|Urdu_C14|30
28|'برق' اور 'کلیسا' میں کون سی صنعت استعمال ہوئی ہے؟|تضاد|تشبیہ|تلمیح|استعارہ|استعارہ|Urdu_C14|30
29|اکبر کی شاعری کا بنیادی مقصد کیا تھا؟|محض ہنسنا ہنسانا|اصلاحِ معاشرہ|انگریزوں کی تعریف|پیسہ کمانا|اصلاحِ معاشرہ|Urdu_C14|30
30|شاعر نے مِس کی باتوں کو کس چیز سے تشبیہ دی ہے؟|شہد سے|زہر سے|فلسفے سے|شاعری سے|فلسفے سے|Urdu_C14|30
31|اکبر کس شاعر سے بہت متاثر تھے؟|غالب|میر|نظیر اکبر آبادی|درد|نظیر اکبر آبادی|Urdu_C14|30
32|'رقیب' کا مطلب کیا ہے؟|دوست|محبت میں شریک دوسرا شخص|دشمن|پڑوسی|محبت میں شریک دوسرا شخص|Urdu_C14|30
33|نظم میں 'حور' کس چیز کی علامت ہے؟|خوبصورت عورت|مشرقی/جنتی تصورِ حسن|مغربی عورت|فرشتہ|مشرقی/جنتی تصورِ حسن|Urdu_C14|30
34|اکبر الہ آبادی کو 'خان بہادر' کا خطاب کب ملا؟|1895|1898|1900|1905|1898|Urdu_C14|30
35|نظم کے آخر میں شاعر کس نتیجے پر پہنچتا ہے؟|مغربی تہذیب بہتر ہے|مشرقی تہذیب بہتر ہے|دونوں تہذیبوں میں کوئی فرق نہیں|دونوں تہذیبوں کا تصادم جاری رہے گا|دونوں تہذیبوں کا تصادم جاری رہے گا|Urdu_C14|30
36|'دلائل' کا واحد کیا ہے؟|دلیل|دلال|دلالت|دل|دلیل|Urdu_C14|30
37|اکبر نے مغربی تعلیم کی مخالفت کیوں کی؟|وہ تعلیم کے خلاف تھے|وہ لڑکیوں کی تعلیم کے خلاف تھے|وہ بے دینی پھیلانے والی تعلیم کے خلاف تھے|وہ مہنگی تعلیم کے خلاف تھے|وہ بے دینی پھیلانے والی تعلیم کے خلاف تھے|Urdu_C14|30
38|'برقِ کلیسا' کس ہیئت (form) میں لکھی گئی ہے؟|پابند نظم|آزاد نظم|معریٰ نظم|مسدس|پابند نظم|Urdu_C14|30
39|شاعر نے کلیسا کے ماحول کو کیسا پایا؟|پراسرار|خوفناک|روشن اور پرکشش|اداس|روشن اور پرکشش|Urdu_C14|30
40|'ضیا' کے کیا معنی ہیں؟|اندھیرا|روشنی|سایہ|آواز|روشنی|Urdu_C14|30
41|اکبر کی شاعری میں 'سید' کا کردار عام طور پر کس کی نمائندگی کرتا ہے؟|ایک مذہبی شخصیت|مغربی تہذیب کا دلدادہ مسلمان|ایک عام آدمی|شاعر خود|مغربی تہذیب کا دلدادہ مسلمان|Urdu_C14|30
42|مِس کی گفتگو کا انداز کیسا تھا؟|شرمیلہ|ڈرپوک|شوخ اور بے باک|خاموش|شوخ اور بے باک|Urdu_C14|30
43|اکبر کے نزدیک اصل ترقی کیا ہے؟|مادی ترقی|سائنسی ترقی|انگریزی بولنا|روحانی اور اخلاقی ترقی|روحانی اور اخلاقی ترقی|Urdu_C14|30
44|شاعر نے جنت میں کس چیز کے نہ ہونے کی بات کہی ہے؟|درخت|پھل|مذہبی بحث اور جھگڑے|خوبصورتی|مذہبی بحث اور جھگڑے|Urdu_C14|30
45|'شوخیِ گفتار' سے کیا مراد ہے؟|گفتگو کی تیزی|گفتگو کی خوبصورتی|بات چیت میں شرارت اور بے باکی|گفتگو کی نرمی|بات چیت میں شرارت اور بے باکی|Urdu_C14|30
46|اکبر نے طنز کے لیے کس چیز کا سہارا لیا ہے؟|لفظوں کی بازیگری|مبالغہ آرائی|قدیم قصے|ہنسی مذاق اور ظرافت|ہنسی مذاق اور ظرافت|Urdu_C14|30
47|نظم میں 'واعظ' سے مراد کون ہے؟|پادری|مذہبی نصیحت کرنے والا|شاعر|استاد|مذہبی نصیحت کرنے والا|Urdu_C14|30
48|یہ نظم کس دور کی عکاسی کرتی ہے؟|مغلیہ دور|برطانوی راج کا دور|آزادی کے بعد کا دور|موجودہ دور|برطانوی راج کا دور|Urdu_C14|30
49|شاعر، مِس کی کس بات سے سب سے زیادہ متاثر یا حیران ہوا؟|اس کے لباس سے|اس کی خوبصورتی سے|اس کی بے تکلفی اور گفتگو سے|اس کے علم سے|اس کی بے تکلفی اور گفتگو سے|Urdu_C14|30
50|اکبر الہ آبادی کا شمار اردو ادب کے کن 'پانچ ستونوں' میں ہوتا ہے؟|ہاں|نہیں|کہا نہیں جا سکتا|صرف نثر میں|ہاں|Urdu_C14|30
