id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
12|شاعر نے اپنی نظم میں 'صبحوں' اور 'شاموں' کا ذکر کس حوالے سے کیا ہے؟|وقت کے تسلسل کے طور پر|خوبصورتی کے طور پر|دن اور رات کے طور پر|موسم کے طور پر|وقت کے تسلسل کے طور پر|Urdu_C15|30
13|علی سردار جعفری کا انتقال کب ہوا؟|1998|2000|2002|2004|2000|Urdu_C15|30
14|نظم کا لہجہ کیسا ہے؟|مزاحیہ|غمگین|پرا مید اور فلسفیانہ|غصے والا|پرا مید اور فلسفیانہ|Urdu_C15|30
15|'لفظ جب میرے مریں گے' سے شاعر کی کیا مراد ہے؟|جب شاعر مر جائے گا|جب شاعری ختم ہو جائے گی|جب لوگ اس کی شاعری بھول جائیں گے|جب کتابیں جل جائیں گی|جب لوگ اس کی شاعری بھول جائیں گے|Urdu_C15|30
16|شاعر کے مطابق اس کے مرنے کے بعد دنیا کیسی ہوگی؟|ختم ہو جائے گی|اداس ہو جائے گی|ویسی ہی چلتی رہے گی|بہتر ہو جائے گی|ویسی ہی چلتی رہے گی|Urdu_C15|30
17|'پیراہنِ شرر' کس کا شعری مجموعہ ہے؟|مخدوم|سردار جعفری|ساحر|جاں نثار اختر|سردار جعفری|Urdu_C15|30
18|نظم 'میرا سفر' میں شاعر نے کس سائنسی نظریے کا استعمال کیا ہے؟|کشش ثقل|بقائے مادہ (Conservation of Matter)|اضافیت|کوانٹم فزکس|بقائے مادہ (Conservation of Matter)|Urdu_C15|30
19|'صدیوں کے بیٹے' سے کون مراد ہیں؟|پرانے لوگ|آنے والی نسلیں|شاعر کے دوست|سائنسدان|آنے والی نسلیں|Urdu_C15|30
20|علی سردار جعفری نے اپنی ادبی زندگی کا آغاز کس صنف سے کیا؟|شاعری|ناول نگاری|افسانہ نگاری|تنقید|افسانہ نگاری|Urdu_C15|30
21|نظم میں 'دستِ حنائی' (مہندی والے ہاتھ) کس کی علامت ہیں؟|خوبصورتی اور زندگی|موت|غم|خزاں|خوبصورتی اور زندگی|Urdu_C15|30
22|شاعر کو یقین ہے کہ اس کا پیغام کیا ہوگا؟|ضائع ہو جائے گا|کبھی ختم نہیں ہوگا|صرف کچھ لوگ سمجھیں گے|کوئی نہیں سمجھے گا|کبھی ختم نہیں ہوگا|Urdu_C15|30
23|علی سردار جعفری کو 'پدم شری' کا ایوارڈ کب ملا؟|1965|1967|1970|1975|1967|Urdu_C15|30
24|'رقصاں' کا کیا مطلب ہے؟|روتا ہوا|ناچتا ہوا|ہنستا ہوا|سوتا ہوا|ناچتا ہوا|Urdu_C15|30
25|شاعر نے موت کو کس چیز سے تشبیہ دی ہے؟|ایک گہری نیند|ایک نیا سفر|ایک لمحے کی خاموشی|ایک طوفان|ایک لمحے کی خاموشی|Urdu_C15|30
26|'گفتگو' اور 'نیا ادب' نامی رسالے کس نے جاری کیے؟|فیض|فراق|سردار جعفری|مجنوں گورکھپوری|سردار جعفری|Urdu_C15|30
27|نظم میں 'لمحوں کی خوشبو' سے کیا مراد ہے؟|پھولوں کی خوشبو|یادیں اور تجربات|عطر|صبح کی ہوا|یادیں اور تجربات|Urdu_C15|30
28|یہ نظم کس شعری مجموعے میں شامل ہے؟|خون کی لکیر|ایشیا جاگ اٹھا|ایک خواب اور|پیراہنِ شرر|پیراہنِ شرر|Urdu_C15|30
29|شاعر کے مطابق زندگی کی حقیقت کیا ہے؟|مستقل ٹھہراؤ|مسلسل حرکت اور سفر|صرف دکھ اور درد|ایک دھوکہ|مسلسل حرکت اور سفر|Urdu_C15|30
30|'جبیں' کا کیا مطلب ہے؟|آنکھ|ناک|ہونٹ|پیشانی|پیشانی|Urdu_C15|30
31|علی سردار جعفری کس یونیورسٹی سے نکالے گئے تھے؟|دہلی یونیورسٹی|لکھنؤ یونیورسٹی|علی گڑھ مسلم یونیورسٹی|جامعہ ملیہ اسلامیہ|علی گڑھ مسلم یونیورسٹی|Urdu_C15|30
32|نظم میں شاعر نے کس بات پر زور دیا ہے؟|انفرادیت پر|اجتماعیت اور انسانیت کے تسلسل پر|مذہب پر|سیاست پر|اجتماعیت اور انسانیت کے تسلسل پر|Urdu_C15|30
33|'نئے چراغ' اور 'نئی سحریں' کس کی علامت ہیں؟|نیا دن|نیا سال|بہتر مستقبل اور نئی نسلیں|نئی ایجادات|بہتر مستقبل اور نئی نسلیں|Urdu_C15|30
34|'پیکر' کا کیا مطلب ہے؟|تصویر|جسم یا وجود|آواز|خوشبو|جسم یا وجود|Urdu_C15|30
35|شاعر کی موت کے بعد اس کے فن کا کیا ہوگا؟|ختم ہو جائے گا|دوسروں کے فن میں زندہ رہے گا|کتابوں میں محفوظ رہے گا|لوگ بھول جائیں گے|دوسروں کے فن میں زندہ رہے گا|Urdu_C15|30
36|علی سردار جعفری کی تنقید کی مشہور کتاب کون سی ہے؟|مقدمہ شعر و شاعری|ترقی پسند ادب|شعر، غیر شعر اور نثر|ادب اور زندگی|ترقی پسند ادب|Urdu_C15|30
37|'عارض' کے کیا معنی ہیں؟|بیماری|رخسار (گال)|آنکھ|بال|رخسار (گال)|Urdu_C15|30
38|'میرا سفر' میں شاعر کا رویہ موت کے بارے میں کیسا ہے؟|خوفزدہ|افسردہ|منطقی اور حقیقت پسندانہ|لاپرواہ|منطقی اور حقیقت پسندانہ|Urdu_C15|30
39|شاعر نے 'کرۂ خاک' کسے کہا ہے؟|آسمان کو|زمین کو|چاند کو|سورج کو|زمین کو|Urdu_C15|30
40|'لذتِ گویائی' کا مطلب کیا ہے؟|سننے کی لذت|بولنے کا لطف|دیکھنے کا مزہ|چھونے کا احساس|بولنے کا لطف|Urdu_C15|30
41|علی سردار جعفری نے کس صنف میں طبع آزمائی نہیں کی؟|ناول|شاعری|تنقید|ڈرامہ|ناول|Urdu_C15|30
42|نظم میں کس چیز کے تسلسل کا ذکر ہے؟|صرف دکھوں کا|صرف خوشیوں کا|زندگی اور فن کا|موسموں کا|زندگی اور فن کا|Urdu_C15|30
43|'میں ایک لمحہ ہوں جو صدیوں پر محیط ہوگا' - اس مصرعے میں کون سی صنعت ہے؟|تشبیہ|استعارہ|تضاد|مبالغہ|مبالغہ|Urdu_C15|30
44|شاعر کا پیغام کس کے لیے ہے؟|صرف اپنے دوستوں کے لیے|صرف اپنے ملک کے لوگوں کے لیے|پوری انسانیت کے لیے|صرف شاعروں کے لیے|پوری انسانیت کے لیے|Urdu_C15|30
45|'شفق' کس وقت کو کہتے ہیں؟|صبح صادق|دوپہر|سورج غروب ہونے کے بعد کی سرخی|آدھی رات|سورج غروب ہونے کے بعد کی سرخی|Urdu_C15|30
46|اس نظم کا بنیادی فلسفہ کیا ہے؟|فرد کی کوئی اہمیت نہیں|فرد مر کر بھی سماج میں زندہ رہتا ہے|موت ہر چیز کا خاتمہ ہے|زندگی بے معنی ہے|فرد مر کر بھی سماج میں زندہ رہتا ہے|Urdu_C15|30
47|علی سردار جعفری کی شاعری کا محور کیا ہے؟|حسن و عشق|انسان دوستی اور سماجی انصاف|فطرت|تصوف|انسان دوستی اور سماجی انصاف|Urdu_C15|30
48|'دیدہ ور' کا کیا مطلب ہے؟|اندھا|کم دیکھنے والا|صاحبِ نظر، عقل مند|خوبصورت آنکھوں والا|صاحبِ نظر، عقل مند|Urdu_C15|30
49|شاعر کے مطابق اس کے جسم کا کیا ہوگا؟|ہمیشہ باقی رہے گا|مٹی میں مل کر کائنات کا حصہ بن جائے گا|جل کر راکھ ہو جائے گا|اسے محفوظ کر لیا جائے گا|مٹی میں مل کر کائنات کا حصہ بن جائے گا|Urdu_C15|30
50|'میرا سفر' کس امید پر ختم ہوتی ہے؟|نا امیدی پر|ایک سوال پر|بہتر اور روشن مستقبل کی امید پر|غم اور افسوس پر|بہتر اور روشن مستقبل کی امید پر|Urdu_C15|30
