id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
25|نظم کا مجموعی تاثر کیا ہے؟|امید اور خوشی|شک اور بے یقینی|نفرت اور غصہ|سکون اور اطمینان|شک اور بے یقینی|Urdu_C16|30
26|شاعر نے کن چیزوں کو 'کہانی' کہا ہے؟|بچوں کی کہانیاں|تاریخی واقعات|زندگی کے منصوبے اور مستقبل کے خواب|جھوٹی باتیں|زندگی کے منصوبے اور مستقبل کے خواب|Urdu_C16|30
27|یوجینیو مونتالے کا انتقال کب ہوا؟|1981|1985|1990|1995|1981|Urdu_C16|30
28|'سحر' کسے کہتے ہیں؟|شام|رات|دوپہر|صبح|صبح|Urdu_C16|30
29|شاعر کے مطابق زمین اور آسمان کے راز کون جانتا ہے؟|سائنسدان|فلسفی|شاعر|کوئی نہیں جانتا|کوئی نہیں جانتا|Urdu_C16|30
30|امین حنفی نے کس زبان سے اردو میں تراجم کیے ہیں؟|انگریزی|فرانسیسی|اطالوی|ہندی|اطالوی|Urdu_C16|30
31|نظم میں 'اترن' کا لفظ کس معنی میں استعمال ہوا ہے؟|پہاڑ سے اترنا|قیمت کا کم ہونا|استعمال شدہ کپڑے|دریا کا پار کرنا|استعمال شدہ کپڑے|Urdu_C16|30
32|مونتالے کس اطالوی شاعر سے متاثر تھے؟|دانتے|پیٹرارک|بوکاشیو|ورجل|دانتے|Urdu_C16|30
33|نظم میں 'دوسرا جنم' سے کیا مراد ہے؟|موت کے بعد کی زندگی|ایک نیا آغاز|ایک وہم|ایک خواب|ایک نیا آغاز|Urdu_C16|30
34|یہ نظم انسان کو کیا سوچنے پر مجبور کرتی ہے؟|اپنی دولت کے بارے میں|اپنی طاقت کے بارے میں|اپنی زندگی کے مقصد اور منزل کے بارے میں|اپنے ماضی کے بارے میں|اپنی زندگی کے مقصد اور منزل کے بارے میں|Urdu_C16|30
35|'منزلِ دیگر' کا مطلب کیا ہے؟|پہلی منزل|آخری منزل|کوئی دوسری منزل|خوبصورت منزل|کوئی دوسری منزل|Urdu_C16|30
36|امین حنفی کی وفات کب ہوئی؟|2000|2005|2010|2014|2014|Urdu_C16|30
37|نظم میں 'الفاظ کا جلوس' کس کی طرف اشارہ ہے؟|ایک احتجاج|شاعری اور ادب|ایک تقریر|ایک کتاب|شاعری اور ادب|Urdu_C16|30
38|مونتالے کی شاعری میں جدید دور کی کون سی خصوصیت نمایاں ہے؟|امید|یقین|تنہائی اور اجنبیت کا احساس|خوشی|تنہائی اور اجنبیت کا احساس|Urdu_C16|30
39|'بے نشاں' سے کیا مراد ہے؟|جس کا کوئی دوست نہ ہو|جس کا کوئی گھر نہ ہو|جس کا کوئی نشان یا پتہ نہ ہو|جس کا کوئی نام نہ ہو|جس کا کوئی نشان یا پتہ نہ ہو|Urdu_C16|30
40|شاعر کے مطابق ہم کس چیز کا انتظار کر رہے ہیں؟|ایک دوست کا|ایک معجزے کا|ایک بہتر کل کا|ایک ایسی چیز کا جسے ہم خود نہیں جانتے|ایک ایسی چیز کا جسے ہم خود نہیں جانتے|Urdu_C16|30
41|ترجمہ کرتے وقت امین حنفی نے کس بات کا خیال رکھا ہے؟|لفظی ترجمہ کرنے کا|صرف مفہوم ادا کرنے کا|نظم کے مزاج اور روح کو برقرار رکھنے کا|نظم کو آسان بنانے کا|نظم کے مزاج اور روح کو برقرار رکھنے کا|Urdu_C16|30
42|'سراب' کسے کہتے ہیں؟|پانی|دریا|نظر کا دھوکہ|حقیقت|نظر کا دھوکہ|Urdu_C16|30
43|یہ نظم کس سوچ کی عکاسی کرتی ہے؟|مذہبی سوچ|سائنسی سوچ|وجودی فلسفہ (Existentialism)|رومانوی سوچ|وجودی فلسفہ (Existentialism)|Urdu_C16|30
44|شاعر کے مطابق ہماری آخری منزل کیا ہے؟|جنت|دوزخ|ایک نئی زندگی|ہم نہیں جانتے|ہم نہیں جانتے|Urdu_C16|30
45|'تذبذب' کا کیا مطلب ہے؟|یقین|شک و شبہ، ہچکچاہٹ|خوشی|فیصلہ|شک و شبہ، ہچکچاہٹ|Urdu_C16|30
46|یہ نظم پڑھ کر قاری کے ذہن میں کیا احساس پیدا ہوتا ہے؟|سکون کا|یقین کا|بے چینی اور سوچ کا|خوشی کا|بے چینی اور سوچ کا|Urdu_C16|30
47|مونتالے کا شعری مجموعہ 'Cuttlefish Bones' کس چیز کی علامت ہے؟|زندگی کی سختی|سمندر کی خوبصورتی|موت|امید|زندگی کی سختی|Urdu_C16|30
48|'ہم نہیں جانتے' کی تکرار نظم میں کیا پیدا کرتی ہے؟|اکتاہٹ|ایک خاص آہنگ اور تاکید|خوف|خوشی|ایک خاص آہنگ اور تاکید|Urdu_C16|30
49|شاعر نے زندگی کو کس چیز سے ملایا ہے؟|ایک سیدھے راستے سے|ایک بھول بھلیاں سے|ایک کھیل سے|ایک خواب سے|ایک بھول بھلیاں سے|Urdu_C16|30
50|نظم کا آخری پیغام کیا ہے؟|ہمیں سب کچھ جاننے کی کوشش کرنی چاہیے|جاننا ضروری نہیں ہے|زندگی کی بے یقینی ہی اس کی حقیقت ہے|مستقبل بہت روشن ہے|زندگی کی بے یقینی ہی اس کی حقیقت ہے|Urdu_C16|30
