id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
20|مٹی کے تیل کی بدبو کیسی ہوتی ہے؟|ناگوار|خوشگوار|معمولی|قابلِ برداشت|ناگوار|Urdu_C2|30
21|مصنف نے مٹی کے تیل کو کس کا شریک بتایا ہے؟|گھی اور تیل کا|پانی اور ہوا کا|آگ اور روشنی کا|سونا اور چاندی کا|گھی اور تیل کا|Urdu_C2|30
22|مٹی کے تیل کا اصل رنگ کیسا ہے؟|سیاہی مائل، میلا|شفاف اور بے رنگ|سنہرا اور چمکدار|سرخ اور بھڑکیلا|سیاہی مائل، میلا|Urdu_C2|30
23|مصنف نے مٹی کے تیل کو کس کی ناک چڑھانے والا کہا ہے؟|نفاست پسند لوگوں کی|غریب لوگوں کی|بچوں کی|بوڑھوں کی|نفاست پسند لوگوں کی|Urdu_C2|30
24|مٹی کے تیل کی روشنی میں کون پڑھ کر بڑا آدمی بن گیا؟|مصنف اور ان جیسے ہزاروں غریب طلباء|امیر زادے|بادشاہ|کوئی نہیں|مصنف اور ان جیسے ہزاروں غریب طلباء|Urdu_C2|30
25|مٹی کے تیل کی روشنی کس کی علامت ہے؟|غریبی اور مفلسی|امیری اور شان و شوکت|علم اور روشنی|جہالت اور تاریکی|غریبی اور مفلسی|Urdu_C2|30
26|خواجہ حسن نظامی کس کے مرید تھے؟|حضرت نظام الدین اولیاء|خواجہ معین الدین چشتی|بابا فرید گنج شکر|قطب الدین بختیار کاکی|حضرت نظام الدین اولیاء|Urdu_C2|30
27|مٹی کے تیل کو تمام دنیا پر حکمرانی کرنے والا کیوں کہا گیا ہے؟|کیونکہ وہ ہر جگہ موجود ہے اور ہر کام میں استعمال ہوتا ہے|کیونکہ وہ مہنگا ہے|کیونکہ وہ خطرناک ہے|کیونکہ اس کا رنگ کالا ہے|کیونکہ وہ ہر جگہ موجود ہے اور ہر کام میں استعمال ہوتا ہے|Urdu_C2|30
28|مصنف کے مطابق، مٹی کا تیل کس کا قریبی رشتہ دار ہے؟|آبِ زم زم|آبِ حیات|آبِ کوثر|دریا کا پانی|آبِ زم زم|Urdu_C2|30
29|مٹی کے تیل کی عدم موجودگی میں دنیا کیسی ہو جائے گی؟|بے رونق اور تاریک|خوبصورت اور روشن|پرامن اور शांत|ترقی یافتہ|بے رونق اور تاریک|Urdu_C2|30
30|مصنف نے مٹی کے تیل کو کس کا مجازی خدا کہا ہے؟|غریبوں کا|امیروں کا|بادشاہوں کا|طالب علموں کا|غریبوں کا|Urdu_C2|30
31|امریکہ کا راک فیلر کس کی بدولت امیر کبیر بن گیا؟|مٹی کے تیل کی تجارت کی بدولت|سونے کی کان کی بدولت|ہیرے کی تجارت کی بدولت|کپاس کی खेती کی بدولت|مٹی کے تیل کی تجارت کی بدولت|Urdu_C2|30
32|مٹی کے تیل کا مولد و منشا کیا ہے؟|خاک (مٹی)|پانی|آگ|ہوا|خاک (مٹی)|Urdu_C2|30
33|مضمون میں کس چیز کو بے حس و حرکت کہا گیا ہے؟|مٹی|پانی|انسان|جانور|مٹی|Urdu_C2|30
34|مٹی سب کو کیا دیتی ہے؟|غذا اور رزق|دکھ اور تکلیف|بیماری اور موت|غربت اور افلاس|غذا اور رزق|Urdu_C2|30
35|مٹی کے ساتھ انسان کا سلوک کیسا ہے؟|وہ اسے پیروں تلے روندتا ہے|وہ اس کی پوجا کرتا ہے|وہ اس سے ڈرتا ہے|وہ اس سے محبت کرتا ہے|وہ اسے پیروں تلے روندتا ہے|Urdu_C2|30
36|مصنف نے کس چیز کو 'عنصرِ بے تمیز' کہا ہے؟|مٹی|آگ|پانی|ہوا|مٹی|Urdu_C2|30
37|مٹی کے تیل کو اور کیا کہا جاتا ہے؟|گیس کا تیل|سرخ تیل|کڑوا تیل|میٹھا تیل|گیس کا تیل|Urdu_C2|30
38|مضمون کے مطابق، دنیا میں حرکت اور زندگی کس کی وجہ سے ہے؟|گرمی|سردی|روشنی|تاریکی|گرمی|Urdu_C2|30
39|مصنف نے مٹی کے تیل کو کس کی تجلی کہا ہے؟|آفتاب کی|ماہتاب کی|ستاروں کی|بجلی کی|آفتاب کی|Urdu_C2|30
40|مٹی کے تیل کی روشنی میں کون نہیں پڑھتا؟|بادشاہ اور امیر|غریب اور مفلس|طالب علم|عالم اور فاضل|بادشاہ اور امیر|Urdu_C2|30
41|مضمون کا بنیادی پیغام کیا ہے؟|کسی بھی چیز کو حقیر نہیں سمجھنا چاہیے|ہمیشہ مہنگی چیزیں استعمال کرنی چاہئیں|غریبوں سے نفرت کرنی چاہیے|مٹی کا تیل خطرناک ہے|کسی بھی چیز کو حقیر نہیں سمجھنا چاہیے|Urdu_C2|30
42|خواجہ حسن نظامی کا اسلوب کیسا ہے؟|ظریفانہ اور انشائیہ طرز کا|سنجیدہ اور علمی|پیچیدہ اور فلسفیانہ|عام اور بازاری|ظریفانہ اور انشائیہ طرز کا|Urdu_C2|30
43|'کرمِ شب تاب' کسے کہتے ہیں؟|جگنو|تتلی|پروانہ|مکڑی|جگنو|Urdu_C2|30
44|مصنف نے مٹی کے تیل کو کس کا ہم جنس بتایا ہے؟|بجلی اور چاند|سورج اور ستارے|آگ اور پانی|ہوا اور مٹی|بجلی اور چاند|Urdu_C2|30
45|مٹی کے تیل کی وجہ سے انسان کو کس پر فوقیت حاصل ہے؟|دیگر تمام مخلوقات پر|فرشتوں پر|جنات پر|درندوں پر|دیگر تمام مخلوقات پر|Urdu_C2|30
46|خواجہ حسن نظامی کی وجہ شہرت کیا ہے؟|انشائیہ نگاری|ناول نگاری|شاعری|ڈرامہ نگاری|انشائیہ نگاری|Urdu_C2|30
47|مٹی کے خاموش خزانوں میں کیا کیا شامل ہے؟|سونا، چاندی، تیل، گیس|پانی، ہوا|درخت، پودے|پہاڑ، دریا|سونا، چاندی، تیل، گیس|Urdu_C2|30
48|مصنف نے مٹی کو کس کی ماں کہا ہے؟|تمام مخلوقات کی|صرف انسانوں کی|صرف جانوروں کی|صرف پودوں کی|تمام مخلوقات کی|Urdu_C2|30
49|مضمون میں کن دو چیزوں کا موازنہ کیا گیا ہے؟|ظاہری چمک دمک اور باطنی خوبی|امیری اور غریبی|علم اور جہالت|زندگی اور موت|ظاہری چمک دمک اور باطنی خوبی|Urdu_C2|30
50|'طپیلا' کے کیا معنی ہیں؟|مٹی کا چھوٹا برتن|لوہے کا برتن|تانبے کا برتن|شیشے کا برتن|مٹی کا چھوٹا برتن|Urdu_C2|30
51|مصنف کے مطابق، مٹی کا تیل اپنی حقیقت پر کیا کرتا ہے؟|فخر کرتا ہے|شرماتا ہے|روتا ہے|ہنستا ہے|فخر کرتا ہے|Urdu_C2|30
52|مٹی کا تیل جل کر کیا دیتا ہے؟|روشنی|دھواں|بدبو|راکھ|روشنی|Urdu_C2|30
53|مضمون میں 'آتشِ سیال' کسے کہا گیا ہے؟|مٹی کے تیل کو|پٹرول کو|شراب کو|تیزاب کو|مٹی کے تیل کو|Urdu_C2|30
54|خواجہ حسن نظامی نے کس رسالے کی بنیاد ڈالی؟|'نظام المشائخ'|'مخزن'|'زمانہ'|'العصر'|'نظام المشائخ'|Urdu_C2|30
55|مٹی کے تیل کی وجہ سے راتیں کیسی ہو گئی ہیں؟|دن کی طرح روشن|خوفناک اور تاریک|پر سکون اور خاموش|شور سے بھری ہوئی|دن کی طرح روشن|Urdu_C2|30
56|'افادیت' کا کیا مطلب ہے؟|فائدہ مند ہونا|نقصان دہ ہونا|خوبصورت ہونا|بدصورت ہونا|فائدہ مند ہونا|Urdu_C2|30
57|مصنف نے مٹی کو کیا کہا ہے؟|عنصرِ بے تمیز|عنصرِ شریف|عنصرِ لطیف|عنصرِ کثیف|عنصرِ بے تمیز|Urdu_C2|30
58|مٹی کا تیل کس کے بغیر ادھورا ہے؟|آگ|پانی|ہوا|روشنی|آگ|Urdu_C2|30
59|مضمون کے مطابق، اصل شرافت کس میں ہے؟|افادیت اور کام آنے میں|دولت اور خوبصورتی میں|طاقت اور عہدے میں|خاندان اور نسل میں|افادیت اور کام آنے میں|Urdu_C2|30
60|خواجہ حسن نظامی کی تحریروں کا مرکزی خیال کیا ہوتا ہے؟|عام اور غیر اہم چیزوں میں گہرے معنی تلاش کرنا|سیاسی مسائل پر بحث کرنا|تاریخی واقعات بیان کرنا|مذہبی تبلیغ کرنا|عام اور غیر اہم چیزوں میں گہرے معنی تلاش کرنا|Urdu_C2|30
61|'حقیر' کا متضاد کیا ہے؟|جلیل القدر|کمتر|ادنیٰ|معمولی|جلیل القدر|Urdu_C2|30
62|مٹی کا تیل کس کی ضرورت پوری کرتا ہے؟|پوری دنیا کی|صرف غریبوں کی|صرف امیروں کی|صرف ایشیا کی|پوری دنیا کی|Urdu_C2|30
63|مصنف نے مٹی کے تیل کو 'مبارک قطرہ' کیوں کہا ہے؟|کیونکہ وہ بہت مفید اور کارآمد ہے|کیونکہ وہ مقدس ہے|کیونکہ وہ نایاب ہے|کیونکہ وہ مہنگا ہے|کیونکہ وہ بہت مفید اور کارآمد ہے|Urdu_C2|30
64|مضمون میں کس امریکی امیر کا ذکر ہے؟|راک فیلر|بل گیٹس|وارن بفٹ|ایلون مسک|راک فیلر|Urdu_C2|30
65|مٹی کے تیل سے جلنے والے لیمپ کو کیا کہتے ہیں؟|لالٹین|بلب|ٹیوب لائٹ|موم بتی|لالٹین|Urdu_C2|30
66|مصنف کے مطابق، مٹی کا تیل اپنی بے قدری پر کیا محسوس کرتا ہے؟|اسے کوئی پرواہ نہیں|وہ بہت دکھی ہے|وہ غصے میں ہے|وہ خوش ہے|اسے کوئی پرواہ نہیں|Urdu_C2|30
67|مٹی کے تیل کی دریافت سے پہلے روشنی کے لیے کیا استعمال ہوتا تھا؟|جانوروں کی چربی اور نباتاتی تیل|بجلی|موم بتی|لکڑی|جانوروں کی چربی اور نباتاتی تیل|Urdu_C2|30
68|اس مضمون سے ہمیں کیا اخلاقی سبق ملتا ہے؟|ظاہر پر نہیں جانا چاہیے، بلکہ اصلیت اور افادیت کو دیکھنا چاہیے|ہمیشہ صاف ستھرا رہنا چاہیے|امیروں کی عزت کرنی چاہیے|بدبودار چیزوں سے دور رہنا چاہیے|ظاہر پر نہیں جانا چاہیے، بلکہ اصلیت اور افادیت کو دیکھنا چاہیے|Urdu_C2|30
69|'بدنام' کا کیا مطلب ہے؟|جس کا نام برا ہو|جس کا نام اچھا ہو|جو مشہور ہو|جو گمنام ہو|جس کا نام برا ہو|Urdu_C2|30
70|خواجہ حسن نظامی کی قبر کہاں ہے؟|بستی حضرت نظام الدین، دہلی|اجمیر|آگرہ|حیدرآباد|بستی حضرت نظام الدین، دہلی|Urdu_C2|30
