id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
35|اقبال نے مغربی قوموں کی ترقی کا راز کس چیز میں بتایا؟|ان کی زبان میں|ان کے رنگ میں|ان کے علم اور عمل میں|ان کی دولت میں|ان کے علم اور عمل میں|Urdu_C20|30
36|'سفرنامہ' میں کس چیز پر زور دیا گیا ہے؟|جامد تقلید پر|تحقیق اور جستجو پر|شکایت کرنے پر|آرام کرنے پر|تحقیق اور جستجو پر|Urdu_C20|30
37|اقبال نے کس فلسفی کے نظریات سے اثر قبول کیا؟|ارسطو|افلاطون|ہیگل اور نطشے|کانٹ|ہیگل اور نطشے|Urdu_C20|30
38|'عقل کو تنقید سے فرصت نہیں، عشق پر اعمال کی بنیاد رکھ' - اس شعر میں اقبال کس سفر کی بات کر رہے ہیں؟|عقلی سفر|روحانی اور عملی سفر|دنیاوی سفر|آسمانی سفر|روحانی اور عملی سفر|Urdu_C20|30
39|'گلشن میں نہیں ہے بندوبست برنگِ دگر' - اقبال کے مطابق دنیا کیسی ہے؟|ہمیشہ ایک جیسی|ہر لمحہ بدلتی ہوئی|بہت خوبصورت|بہت بری|ہر لمحہ بدلتی ہوئی|Urdu_C20|30
40|'نظم (سفرنامہ)' میں شاعر کا بنیادی سروکار کیا ہے؟|ذاتی غم|کائنات اور انسان کا مستقبل|معاشی مسائل|سیاسی جھگڑے|کائنات اور انسان کا مستقبل|Urdu_C20|30
41|اقبال کے نزدیک انسان کا مقام کیا ہے؟|ایک کمزور مخلوق|کائنات کا مرکز اور نائبِ خدا|ایک گناہ گار|ایک جانور|کائنات کا مرکز اور نائبِ خدا|Urdu_C20|30
42|'جہانِ تازہ کی افکارِ تازہ سے ہے نمود' - اس مصرعے کا تعلق کس چیز سے ہے؟|پرانے خیالات|نئے خیالات اور نئی دنیا کی تعمیر|سفر سے گریز|تقلید|نئے خیالات اور نئی دنیا کی تعمیر|Urdu_C20|30
43|اقبال نے اپنے سفر کے تجربات کو کس چیز کا ذریعہ بنایا؟|صرف یادگاریں جمع کرنے کا|اپنی شاعری اور فلسفے کو جلا بخشنے کا|پیسہ کمانے کا|دوست بنانے کا|اپنی شاعری اور فلسفے کو جلا بخشنے کا|Urdu_C20|30
44|'ذوقِ سفر' کے بغیر زندگی کیسی ہے؟|خوشگوار|موت کی طرح|آسان|کامیاب|موت کی طرح|Urdu_C20|30
45|اقبال نے کس چیز کو 'روحِ سفر' قرار دیا ہے؟|منزل|راستہ|جستجو اور تڑپ|آرام|جستجو اور تڑپ|Urdu_C20|30
46|'زبورِ عجم' کا کیا مطلب ہے؟|عرب کا نغمہ|عجم (غیر عرب) کا نغمہ|فارسی کی کتاب|ایک ساز کا نام|عجم (غیر عرب) کا نغمہ|Urdu_C20|30
47|اقبال نے یورپ کے کتب خانوں سے کیا فیض حاصل کیا؟|کچھ نہیں|جدید علم اور فکر سے آگاہی حاصل کی|صرف وقت ضائع کیا|نوکری حاصل کی|جدید علم اور فکر سے آگاہی حاصل کی|Urdu_C20|30
48|'سفرنامہ' میں 'خود نگری' سے کیا مراد ہے؟|خود غرضی|اپنے آپ کو دیکھنا|اپنے اندر جھانکنا اور خود کو پہچاننا|گھمنڈ کرنا|اپنے اندر جھانکنا اور خود کو پہچاننا|Urdu_C20|30
49|اقبال کے نزدیک قوموں کی زندگی اور موت کس چیز پر منحصر ہے؟|دولت پر|فوج پر|حرکت اور عمل پر|قسمت پر|حرکت اور عمل پر|Urdu_C20|30
50|'نظم (سفرنامہ)' کا آخری پیغام کیا ہے؟|گھر پر رہو|سفر خطرناک ہے|زندگی مسلسل حرکت اور خود شناسی کا نام ہے|مغرب کی تقلید کرو|زندگی مسلسل حرکت اور خود شناسی کا نام ہے|Urdu_C20|30
